Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"learning,machine,mcp",mcp machine learning,Informational,40,"0.09,0.52,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",63,2.53,0.13,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",120
"mcp,platform",mcp platform,Informational,70,"0.52,1.00,0.52,0.09,0.09,0.80,0.33,0.09,0.09,0.80,0.14,0.52",49,4.07,0.33,"AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom",187
"anthropic,mcp,protocol",mcp protocol anthropic,Navigational,90,"0.80,0.66,0.52,0.52,0.19,1.00,0.14,0.14,0.14,0.09,0.09,0.09",82,2.29,0.14,"Sitelinks, Video, People also ask, Related searches, Ads bottom",110
"mcp,protocol,specs",mcp protocol spec,Informational,50,"0.52,0.52,0.33,0.14,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",51,2.46,0.20,"Video, People also ask, Related searches",133
"mcp,protocol,specifications",mcp protocol specification,Informational,110,"0.52,0.52,1.00,0.66,0.80,0.52,0.66,0.33,0.33,0.42,0.33,0.66",52,2.35,0.15,"AI Overview, Video, Video carousel, Related searches",4620000
"mcp,repair",mcp repo,Informational,140,"0.65,1.00,1.00,0.83,1.00,0.83,0.65,0.65,0.53,0.53,0.65,0.00",71,5.38,0.05,"Sitelinks, Image pack, Video, Related searches, Ads bottom",30100000
"mcp,repository",mcp repository,Informational,140,"0.65,1.00,0.80,0.80,0.26,0.65,0.53,0.26,0.42,0.34,0.42,0.26",67,4.50,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches",133
"directory,mcp,server",mcp server directory,Informational,170,"1.00,1.00,1.00,0.43,0.43,0.43,0.34,0.28,0.34,0.43,0.34,0.28",49,3.13,0.08,"AI Overview, Video, Video carousel, Related searches, Ads top, Ads bottom",38400000
"mcp,server,url",mcp server url,Informational,110,"0.06,0.81,0.53,1.00,1.00,0.65,0.06,0.06,0.06,0.06,0.06,0.28",66,3.77,0.21,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches",130
"example,mcp,servers",mcp servers examples,Informational,50,"0.26,0.34,0.07,0.07,0.07,0.42,0.00,0.07,0.03,1.00,0.07,0.03",56,2.36,0.29,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Ads bottom",127
"agent,ai,mcp,standard",mcp standard for ai agents,Informational,170,"0.00,0.00,0.50,1.00,1.00,0.50,0.50,1.00,0.50,0.50,1.00,1.00",64,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",184
"mcp,tech",mcp tech,Informational,110,"0.42,0.42,1.00,0.42,0.53,0.65,0.15,0.42,0.15,0.19,0.19,0.26",66,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Short videos, People also ask, Related searches",58200000
"mcp,usage",mcp usage,Informational,90,"0.03,1.00,0.08,0.00,0.05,0.28,0.00,0.00,0.05,0.18,0.00,0.00",43,6.14,0.08,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",127
"ai,mcps",mcps ai,Informational,260,"0.43,0.35,0.54,0.54,0.54,0.43,0.35,0.35,0.35,0.66,1.00,0.81",33,5.10,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",106
"anthropic,context,model,protocol",model context protocol by anthropic,"Informational, Navigational",40,"0.14,1.00,0.14,0.28,0.14,0.64,0.14,0.14,0.14,0.14,0.14,0.00",81,0.00,0.29,"Sitelinks, Video, People also ask, Related searches, Things to know",148
"context,diagram,model,protocol",model context protocol diagram,Informational,90,"1.00,1.00,0.64,0.64,0.64,0.64,0.23,0.23,0.11,0.17,0.11,0.11",43,0.00,0.03,"Sitelinks, AI Overview, Image, Video, Related searches, Ads bottom, Ads middle",133
"context,example,model,protocol",model context protocol example,Informational,70,"1.00,0.52,0.66,0.04,0.33,0.04,0.14,0.00,0.14,0.00,0.00,0.00",53,1.67,0.25,"AI Overview, Image pack, Video, Video carousel, Related searches",105
"context,explained,model,protocol",model context protocol explained,Informational,170,"0.53,1.00,0.80,0.65,0.53,0.65,0.42,0.42,0.80,0.35,0.65,0.26",51,1.62,0.14,"Sitelinks, AI Overview, Video, Video carousel, Related searches",129
"anthropic,context,mcp,model,protocol",model context protocol mcp anthropic,Navigational,5400,"0.19,0.16,0.81,0.54,1.00,0.19,0.01,0.00,0.00,0.00,0.00,0.05",98,0.00,0.03,"Sitelinks, Video, People also ask, Related searches, Things to know, Ads bottom",135
"anthropic,context,definition,mcp,model,protocol",model context protocol mcp anthropic definition,Informational,140,"1.00,0.04,1.00,0.33,0.00,0.00,0.00",61,0.00,0.00,"AI Overview, Image, Video, Related searches",167
"anthropic,context,mcp,model,open,protocol,standard",model context protocol mcp anthropic open standard,Informational,70,"1.00,0.15,0.06,0.00,0.00,0.00,0.00",79,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",160
"context,mcp,model,open,protocol,standard",model context protocol mcp open standard,Informational,70,"0.00,1.00,0.00,0.07,0.03,0.00,0.00,0.00",54,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",210
"context,mcp,model,protocol,server",model context protocol mcp server,Informational,260,"0.03,0.00,0.72,0.07,0.17,0.17,0.32,0.07,0.21,0.59,0.59,1.00",74,5.10,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",193
"2024,context,mcp,model,protocol,specifications",model context protocol mcp specification 2024,Informational,40,"0.60,1.00,0.60,0.80,0.20,0.00,0.00",60,0.00,0.00,"Featured snippet, Image, Video, Video carousel, Related searches",1230000
"context,model,protocol,wikipedia",model context protocol wikipedia,"Informational, Transactional",90,"0.43,0.02,0.29,0.22,0.04,0.04,0.06,0.54,1.00,0.14,0.04,0.04",40,0.00,0.33,"Sitelinks, People also ask, Related searches",103
"llm,mpc",mpc llm,Informational,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",31,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches",124
"mpc,protocol",mpc protocol,Informational,90,"1.00,0.83,0.65,0.65,0.53,0.41,0.29,0.24,0.24,0.29,0.41,0.11",70,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches",161
"multicontext,protocol",multicontext protocol,Informational,50,"1.00,1.00,0.81,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00",56,1.02,0.07,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",131
"context,official,website",official website for #context#,Informational,70,"0.06,1.00,0.00,0.00,0.00",77,0.00,0.00,"AI Overview, Video, People also ask, Related searches",793000000
"context,model,openai,protocol",openai model context protocol,Informational,140,"0.28,0.81,1.00,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.03",48,0.00,0.33,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",131
"mcp,oss",oss mcp,Informational,40,"0.14,0.14,0.64,0.14,0.64,0.14,1.00,0.14,0.14,0.14,0.14,0.14",76,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, Related searches",131
"mcp,quip",quip mcp,Informational,390,"0.54,0.20,0.07,1.00,0.07,0.00,0.00,0.00,0.00,0.00,0.04,0.04",17,0.00,0.01,"Sitelinks, Reviews, Video, Related searches",106
"ai,mcp",what are mcp ai,Informational,30,"1.00,0.77,0.11,0.77,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",63,2.79,0.15,"AI Overview, Video, People also ask, Related searches",127
"ai,mcp,stand",what does mcp stand for ai,Informational,40,"0.14,0.09,1.00,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",67,0.00,0.01,"AI Overview, Video, Short videos, People also ask, Related searches",57100000
"ai,mcp",what is mcp for ai,Informational,140,"0.52,0.80,0.80,0.52,1.00,0.80,0.42,0.52,0.52,0.52,0.80,0.66",59,1.96,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",125000000
"claude,mcp",what is mcp in claude,Informational,110,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.64,0.64,1.00",43,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask",159
"ai,mcps",what is mcps in ai,Informational,30,"0.71,1.00,1.00,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.71,0.42",25,1.53,0.24,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",198
"anthropic,context,mcp,model,protocol",what is model context protocol mcp anthropic,Informational,140,"0.00,0.28,1.00,0.01,0.00,0.00",65,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",144
"introduced,mcp",when was mcp introduced,Informational,70,"0.35,0.17,0.12,0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05",63,0.00,0.33,"AI Overview, Video, People also ask, Related searches",132
"mcp,released",when was mcp released,Informational,50,"0.11,0.64,0.64,0.64,0.11,0.64,0.64,0.11,0.11,1.00,0.52,0.52",57,0.00,0.33,"AI Overview, Video, People also ask, Related searches",134
"2,mcp",2 mcp,Informational,70,"1.00,0.18,1.00,0.82,0.82,0.64,0.64,0.64,0.64,0.64,0.64,0.82",57,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",131
"ai,mcps",ai mcps,Informational,40,"0.27,1.00,0.18,0.18,0.63,0.63,0.45,0.45,0.63,0.63,1.00,1.00",47,0.00,0.06,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",3950000
"anthropic,mcp",anthropic mcp,Informational,2900,"1.00,0.81,0.67,0.54,0.35,0.35,0.35,0.30,0.24,0.19,0.24,0.35",86,4.83,0.07,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Things to know, Ads bottom",
"anthropic,doc,mcp",anthropic mcp doc,Informational,90,"0.82,1.00,1.00,1.00,1.00,0.41,0.29,0.23,0.11,0.11,0.11,0.11",79,0.00,0.33,"Video, Related searches",108
"anthropic,doc,mcp",anthropic mcp docs,"Informational, Transactional",40,"0.09,0.09,0.09,0.09,0.09,1.00,0.42,0.09,0.09,0.09,0.09,0.23",60,0.00,0.01,"Video, People also ask, Related searches",109
"anthropic,document,mcp",anthropic mcp documentation,Navigational,210,"0.12,0.12,0.23,0.23,0.12,1.00,0.54,0.04,0.04,0.03,0.05,0.19",76,6.71,0.06,"Sitelinks, Video, Video carousel, People also ask, Related searches",107
"anthropic,guide,mcp",anthropic mcp guide,Informational,50,"0.52,0.11,0.82,0.82,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",56,0.00,0.11,"Video, Video carousel, Related searches",106
"anthropic,mcp,servers",anthropic mcp servers,Informational,320,"0.10,0.44,0.67,0.44,0.23,0.44,0.29,0.23,0.29,0.36,0.54,1.00",54,5.76,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom",104
"anthropic,mpc",anthropic mpc,Navigational,70,"0.00,0.09,0.03,1.00,0.00,0.43,0.00,0.03,0.00,0.65,0.00,0.06",85,4.83,0.07,"Sitelinks, Video, Video carousel, People also ask, Related searches",171
"build,mcp,server",build a mcp server,Informational,50,"0.64,1.00,0.45,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",42,2.51,0.46,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Ads bottom",60000000
"build,mcp,server",building a mcp server,Informational,40,"0.23,1.00,0.23,0.23,0.17,0.11,0.17,0.11,0.11,0.11,0.11,0.11",45,2.32,0.57,"Sitelinks, Image, Video, Discussions and forums, Related searches",60000000
"doc,mcp",docs mcp,Informational,50,"0.06,0.06,1.00,0.06,0.34,0.15,0.06,0.06,0.06,0.65,0.06,0.06",26,0.00,0.33,"Sitelinks, Video, Related searches",131
"first,mcp",first mcp,Informational,70,"0.12,0.12,0.65,0.12,1.00,0.40,0.53,0.40,0.53,0.53,0.40,0.40",55,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches",124
"free,mcp,server",free mcp server,Informational,210,"0.02,1.00,0.07,0.17,0.11,0.21,0.11,0.11,0.09,0.17,0.26,0.26",44,4.33,0.36,"Sitelinks, AI Overview, Video, People also ask, Related searches",131
"form,full,mcp",full form mcp,Informational,170,"0.28,0.28,0.54,0.35,0.44,0.35,0.44,0.28,0.44,0.66,0.00,1.00",57,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",121
"ai,gen,mcp",gen ai mcp,Informational,30,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",41,2.18,0.29,"AI Overview, Image, Video, Video carousel, People also ask, Related searches",125
"create,mcp,server",how to create mcp server,Informational,210,"0.82,1.00,1.00,0.53,0.66,0.53,0.35,0.35,0.35,0.53,0.66,0.66",40,2.02,0.46,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",59700000
"host,mcp,server",how to host mcp server,Informational,30,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",35,2.94,0.19,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",150
"mcp,use",how to use mcp,Informational,170,"1.00,0.52,0.65,0.43,0.34,0.34,0.21,0.34,0.34,0.34,0.43,0.34",64,5.44,0.25,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",120
"list,mcp,servers",list of mcp servers,Informational,260,"1.00,1.00,1.00,0.81,0.54,0.35,0.29,0.22,0.29,0.54,0.66,0.29",47,2.63,0.07,"Sitelinks, AI Overview, Video, Related searches",123
"llm,mcp",llm mcp,Informational,480,"1.00,0.67,0.81,0.54,0.44,0.44,0.36,0.29,0.29,0.23,0.29,0.29",67,1.82,0.14,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",126
"llm,mcp,server",llm mcp server,Informational,90,"1.00,1.00,0.14,0.14,0.48,0.14,0.14,0.14,0.14,0.14,0.14,0.14",38,3.14,0.30,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",122
"make,mcp",make mcp,Informational,90,"0.43,0.17,0.28,0.05,0.43,1.00,0.05,0.05,0.05,0.05,1.00,0.53",65,0.00,0.04,"Image pack, Video, Video carousel, People also ask, Related searches",122
"agent,mcp",mcp agent,Informational,880,"1.00,1.00,0.76,0.68,0.54,0.68,0.29,0.29,0.29,0.68,0.46,0.68",39,2.78,0.25,"AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",60200000
"anthropic,document,mcp",mcp anthropic documentation,Informational,140,"1.00,1.00,1.00,1.00,1.00,1.00,0.42,0.17,0.17,0.17,0.17,0.17",65,0.00,0.03,"Video, Video carousel, Related searches",107
"cad,mcp",mcp cad,Informational,40,"0.14,0.14,0.28,0.14,0.14,1.00,0.78,0.14,0.14,0.14,0.14,0.14",16,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",104
"architecture,client,mcp,server",mcp client server architecture,Informational,40,"0.11,0.82,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.41",27,3.34,0.09,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",132
"client,list,mcp",mcp clients list,Informational,70,"0.28,1.00,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",39,0.00,0.02,"Sitelinks, AI Overview, Video, Related searches, Ads middle",130
"acronym,computer,impact,mcp,meaning,performance",mcp computing acronym meaning performance impact,Informational,1600,1.00,27,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches",3030000
"connect,mcp",mcp connect,Informational,90,"0.52,0.52,0.52,0.52,0.52,0.52,0.42,0.33,0.19,1.00,0.42,0.33",23,0.00,0.00,"Video, Video carousel, Related searches",60000000
"dev,mcp",mcp dev,Informational,110,"1.00,0.80,1.00,0.80,0.52,0.66,0.52,0.42,0.52,0.42,0.80,0.52",50,4.31,0.07,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",126
"directory,mcp",mcp directory,"Informational, Transactional",320,"0.81,1.00,1.00,0.50,0.31,0.44,0.31,0.19,0.25,0.25,0.31,0.31",35,2.22,0.01,"Sitelinks, Video, Related searches",130
"example,mcp",mcp example,Informational,260,"0.67,0.67,1.00,0.67,0.82,0.35,0.35,0.44,0.18,0.44,0.29,0.44",38,0.71,0.10,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads bottom, Ads middle",59400000
"example,mcp",mcp examples,Informational,390,"1.00,0.83,0.67,0.67,0.44,0.67,0.67,0.28,0.36,0.67,0.36,0.28",37,0.71,0.10,"Sitelinks, AI Overview, Video, Related searches",60000000
"anthropic,mcp",mcp from anthropic,Navigational,40,"0.11,0.11,0.23,0.41,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",64,0.00,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches, Things to know",109
"generator,mcp",mcp generator,Informational,30,"0.38,1.00,0.79,0.79,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.79",9,3.23,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",188
"images,mcp",mcp image,Informational,110,"0.66,0.52,0.52,0.52,1.00,0.52,0.42,0.33,0.42,0.42,0.42,0.52",46,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",133
"images,mcp",mcp images,Informational,110,"1.00,0.64,1.00,0.64,1.00,0.64,0.52,0.41,0.64,0.41,0.52,0.64",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",125
"library,mcp",mcp library,Informational,1900,"1.00,0.81,0.44,0.24,0.44,0.54,0.24,0.19,0.09,0.24,0.19,0.04",88,5.69,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",129
"m,mcp",mcp m,Informational,110,"0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",59,2.31,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",131
"market,mcp",mcp market,Navigational,720,"0.46,0.46,0.68,0.37,0.52,0.31,0.37,0.25,0.46,0.52,1.00,0.68",72,3.08,0.02,"Sitelinks, Video, People also ask, Related searches",131
"mcp,program",mcp program,Informational,70,"1.00,0.17,1.00,0.81,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64",62,1.30,0.08,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",110
"date,mcp,release",mcp release date,Informational,40,"1.00,0.45,0.45,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",44,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches",114
"mcp,sample",mcp sample,Informational,90,"0.11,0.11,0.11,0.11,0.82,1.00,0.82,0.64,0.82,0.52,0.64,0.17",25,2.46,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",128
"anthropic,mcp,server",mcp server anthropic,Informational,140,"1.00,0.53,0.80,0.42,0.26,1.00,0.26,0.19,0.26,0.19,0.26,0.53",50,4.27,0.15,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",108
"api,mcp,server",mcp server apis,Informational,90,"0.06,1.00,0.06,0.81,0.12,0.06,0.06,0.06,0.06,0.06,0.06,0.06",37,2.71,0.23,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads top, Ads middle",152
"architecture,mcp,server",mcp server architecture,Informational,260,"0.18,1.00,1.00,0.66,0.44,0.66,0.35,0.35,0.28,0.44,0.44,0.35",50,3.69,0.25,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",135
"client,mcp,server",mcp server clients,Informational,210,"0.26,1.00,0.48,0.02,0.02,0.00,0.02,0.02,0.02,0.00,0.02,0.02",43,4.84,0.13,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",133
"discovery,mcp,server",mcp server discovery,Informational,70,"0.11,0.11,0.11,0.11,0.29,0.82,0.82,0.52,0.41,0.41,1.00,0.11",19,3.91,0.15,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom",131
"example,mcp,server",mcp server example,Informational,210,"0.43,0.81,0.54,0.43,0.35,0.35,0.54,0.22,0.54,1.00,0.35,0.35",53,2.36,0.29,"Sitelinks, AI Overview, Video, People also ask, Related searches",130
"free,mcp,server",mcp server free,Informational,170,"1.00,0.54,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.00,0.02,0.06",18,2.87,0.56,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads top, Ads middle",125
"generator,mcp,server",mcp server generator,Informational,90,"0.35,0.35,0.35,1.00,1.00,0.65,0.28,0.21,0.21,0.35,0.49,0.35",18,3.78,0.45,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",122
"host,mcp,server",mcp server hosted,Informational,30,"0.05,0.11,0.11,0.11,1.00,0.05,0.00,0.29,0.23,0.00,0.23,0.29",53,2.89,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",135
"build,mcp,server",mcp server how to build,Informational,40,"0.09,0.09,0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.14",47,2.47,0.60,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",60000000
"logo,mcp,server",mcp server logo,Informational,110,"1.00,0.53,0.34,0.43,0.34,0.43,0.43,0.21,0.34,0.43,0.43,0.65",18,0.00,0.00,"Image, Image pack, Video, Related searches",51700000
"mcp,repository,server",mcp server repository,Informational,70,"0.09,0.09,0.28,1.00,0.21,0.34,0.15,0.15,0.15,0.21,0.21,0.15",71,3.49,0.22,"Sitelinks, Video, Related searches",106
"claude,code,mcp,servers",mcp servers claude code,Informational,40,"0.05,0.05,1.00,0.11,0.11,0.41,0.17,0.11,0.23,0.17,0.11,0.11",28,0.00,0.04,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",11400000
"mcp,server,sse",mcp sse server,Informational,50,"1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,0.00,0.14,"Sitelinks, Video, Related searches",3060000
"design,mcp,system",mcp system design,Informational,50,"0.11,0.64,0.11,0.64,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,6.94,0.15,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Ads bottom, Ads middle",136
"mcp,tool",mcp tool,Informational,590,"0.36,0.36,0.81,0.45,0.55,0.62,0.45,0.24,0.30,1.00,0.13,0.55",34,2.34,0.08,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",194
"mcp,training",mcp training,Informational,90,"0.29,0.39,0.39,1.00,0.64,1.00,0.11,0.39,0.82,0.39,0.64,0.39",51,2.49,0.19,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",134
"mcp,tutorial",mcp tutorial,Informational,590,"1.00,0.76,0.67,0.36,0.36,0.36,0.36,0.20,0.24,0.16,0.24,0.20",65,1.09,0.16,"Sitelinks, Image, Video, Video carousel, Related searches",59000000
"mcp,web",mcp web,Informational,110,"0.64,1.00,1.00,0.64,0.64,0.41,0.29,0.29,0.29,0.52,0.52,0.52",56,3.64,0.05,"Video, Video carousel",126
"mcp,wikipedia",mcp wikipedia,"Informational, Transactional",170,"1.00,1.00,1.00,1.00,0.80,0.80,0.53,0.53,0.42,0.53,0.53,0.53",41,0.00,0.00,"Sitelinks, Video, Related searches",67000000
"mcp,官网",mcp 官网,Informational,30,"1.00,1.00,0.00,0.17,0.17,0.00,0.00,0.17,0.00,0.17,0.17,0.17",72,3.31,0.15,"AI Overview, Video, Related searches, Ads top",133
mcp,mcp.el,"Informational, Navigational",40,"0.11,0.11,0.41,1.00,0.11,0.11,0.11,0.11,0.00,0.00,0.11,0.00",29,0.00,0.33,"Sitelinks, Video, Video carousel",85
mcp,mcp.so,Informational,2400,"1.00,0.82,0.82,0.67,0.00,0.02,0.00,0.03,0.03,0.06,0.00,0.00",76,2.24,0.09,"Sitelinks, Reviews, Video, Video carousel",152000000
"mcp,tool",mcp.tool,Informational,70,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.01,0.06,0.05,0.09",50,4.50,0.10,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask",187
mcprouter,mcprouter,Informational,50,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.05,0.05",44,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",133
mcpso,mcpso,Informational,590,"0.37,1.00,0.00,0.00,1.00,0.44,0.20,0.00,0.01,0.00,0.01,0.01",69,2.31,0.00,"Sitelinks, Video, Video carousel",129
55054996ab,mcp官网,Informational,260,"0.05,0.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",59,0.00,0.04,"People also ask, Related searches, Ads bottom",5680000
"anthropic,context,model,open,protocol,standard",model context protocol anthropic open standard,Informational,110,"0.64,0.52,1.00,0.00,0.00,0.00,0.00",63,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",110
"claude,context,model,protocol",model context protocol claude,Informational,40,"0.18,1.00,1.00,0.18,0.18,0.81,0.18,0.18,0.18,0.18,0.18,0.36",50,0.00,0.02,"Image, Video, People also ask, Related searches",105
"context,doc,model,protocol",model context protocol docs,Informational,50,"0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05",64,0.00,0.33,"Video, Related searches",134
"context,json,model,protocol,rpc",model context protocol json-rpc,Informational,170,"0.06,0.06,1.00,0.66,1.00,0.11,0.18,0.23,0.00,0.00,0.00,0.00",29,0.00,0.33,"AI Overview, Video, Discussions and forums, Related searches",133
"anthropic,context,mcp,model,overview,protocol",model context protocol mcp anthropic overview,Informational,50,"1.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00",52,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",168
"context,discovery,model,protocol,research",model context protocol research discovery,Informational,50,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.00,0.00,"AI Overview, Video, Video carousel, Discussions and forums, Related searches",118000000
"context,model,protocol,sdk",model context protocol sdk,Navigational,50,"0.33,0.23,1.00,0.42,0.00,0.33,0.14,0.19,0.00,0.00,0.00,0.09",69,0.00,0.04,"Sitelinks, Video, Video carousel, Related searches",131
"context,list,model,protocol,servers",model context protocol servers list,Informational,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.45",70,0.00,0.33,"Sitelinks, Video, Discussions and forums, Related searches",131
"anthropic,ncp",ncp anthropic,Navigational,140,"1.00,0.81,0.67,0.42,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00",94,2.92,0.05,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",64700
"ncp,servers",ncp servers,Informational,70,"0.14,0.14,0.23,1.00,0.23,0.80,0.52,0.33,0.23,0.52,0.33,0.52",19,0.00,0.02,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",115000
"mcp,public,server",public mcp server,"Informational, Commercial",40,"0.00,0.33,0.55,0.44,1.00,1.00,0.00,0.55,0.00,0.77,0.00,0.33",68,3.03,0.27,"Sitelinks, Reviews, Video, Video carousel, Related searches, Ads top, Ads bottom",132
"ai,mcps",what are mcps ai,Informational,40,"0.11,0.11,0.64,0.29,0.41,0.41,0.23,0.23,0.29,1.00,1.00,1.00",41,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",108
