Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"aggregate,mcp",mcp aggregator,Informational,90,"0.09,0.05,0.29,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",5,3.75,0.19,"Sitelinks, AI Overview, Reviews, Video, Related searches, Ads bottom",132
"alternative,mcp",mcp alternative,Informational,70,"0.64,0.29,0.64,0.64,0.17,0.23,0.29,0.52,0.52,0.64,1.00,1.00",24,7.89,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",114
"alternative,mcp",mcp alternatives,Informational,70,"0.17,0.64,0.11,0.41,1.00,0.64,0.82,0.41,0.29,0.64,0.23,1.00",31,7.89,0.04,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",115
"catalog,mcp",mcp catalog,Informational,140,"0.52,1.00,0.80,1.00,0.80,0.52,0.52,0.52,0.52,0.52,0.66,0.80",59,0.00,0.03,"Sitelinks, AI Overview, Video, Video carousel, Related searches",129
"catalog,mcp",mcp catalogue,Informational,50,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.63,0.63,0.00,0.81,0.00",44,0.00,0.02,"Video, Related searches, Ads bottom",202
"claude,list,mcp",mcp claude list,Informational,40,"0.14,1.00,0.50,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",53,0.00,0.07,"Sitelinks, AI Overview, Video, Related searches",98
"client,mcp,ui",mcp client ui,Informational,720,"0.44,0.13,0.44,0.13,0.30,0.13,1.00,0.13,0.00,0.00,0.00,0.00",22,0.00,0.11,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches",51300000
"client,mcp",mcp clients,Informational,1000,"0.68,1.00,0.84,0.68,0.37,0.46,0.46,0.25,0.25,0.25,0.37,0.20",42,2.02,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches, Ads bottom",132
"coding,mcp",mcp coding,Informational,70,"0.11,0.64,0.23,1.00,0.52,0.05,0.11,0.64,0.52,0.05,0.52,0.05",67,2.93,0.08,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",123
"compatible,mcp",mcp compatible,Informational,50,"1.00,0.50,1.00,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14",44,0.00,0.04,"AI Overview, Video, People also ask, Related searches",190
"computer,mcp",mcp computer,Informational,40,"0.63,0.45,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",45,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Popular products",182
"computer,mcp,products",mcp computer products,Navigational,40,"0.63,0.45,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",19,0.00,0.01,"Video, People also ask, Knowledge panel, Related searches",184
"7,context,mcp",mcp context 7,Informational,110,"0.54,0.35,1.00,0.43,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04",44,5.47,0.10,"Sitelinks, AI Overview, Video, People also ask, Related searches",54100000
"database,mcp",mcp database,Informational,320,"1.00,1.00,0.53,0.23,0.82,0.82,0.82,1.00,0.67,0.67,0.82,1.00",50,3.32,0.06,"Video, People also ask, Related searches",59600000
"database,mcp,server",mcp database server,Informational,40,"0.42,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",41,2.37,0.18,"Sitelinks, AI Overview, Video, Video carousel, Related searches",56600000
"desktop,mcp",mcp desktop,Informational,480,"0.36,0.23,0.36,1.00,1.00,0.67,0.36,0.67,0.12,1.00,0.83,0.83",24,0.00,0.33,"Video, Video carousel, Related searches",159
"development,mcp",mcp developers,Informational,50,"1.00,0.64,0.36,0.45,0.64,0.18,0.36,0.18,0.18,0.18,0.09,0.18",59,6.30,0.09,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",134
"development,mcp",mcp development,Informational,140,"0.66,1.00,0.80,0.80,0.80,0.66,0.52,0.42,0.42,0.42,0.66,0.42",48,6.48,0.12,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",128
"directory,mcp",mcp directory,"Informational, Transactional",320,"0.81,1.00,1.00,0.50,0.31,0.44,0.31,0.19,0.25,0.25,0.31,0.31",35,2.22,0.01,"Sitelinks, Video, Related searches",130
"example,mcp",mcp example,Informational,260,"0.67,0.67,1.00,0.67,0.82,0.35,0.35,0.44,0.18,0.44,0.29,0.44",38,0.71,0.10,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads bottom, Ads middle",59400000
"explorer,mcp",mcp explorer,Informational,70,"0.00,1.00,0.15,0.53,0.42,0.65,0.07,0.53,0.65,0.42,0.65,0.42",48,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches",10300000
"generator,mcp",mcp generator,Informational,30,"0.38,1.00,0.79,0.79,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.79",9,3.23,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",188
"host,mcp",mcp hosts,Informational,70,"0.28,1.00,0.00,0.17,0.05,0.07,0.17,0.10,0.12,0.05,0.05,0.05",59,0.00,0.08,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",158
"ideas,mcp",mcp ide,Informational,40,"1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",63,4.38,0.29,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle",149
"interface,mcp",mcp interface,Informational,90,"0.64,1.00,0.64,1.00,0.64,0.64,0.64,0.41,0.52,0.52,0.64,0.64",71,1.49,0.05,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",40600000
"ios,mcp",mcp io,Informational,110,"0.80,0.53,1.00,0.26,0.26,0.11,0.53,0.00,0.00,0.11,0.15,0.00",59,0.00,0.02,"Video, Video carousel, Related searches",115
"library,mcp",mcp library,Informational,1900,"1.00,0.81,0.44,0.24,0.44,0.54,0.24,0.19,0.09,0.24,0.19,0.04",88,5.69,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",129
"live,mcp",mcp live,Informational,30,"0.00,1.00,0.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",41,0.54,1.00,"AI Overview, Video, Video carousel, People also ask, Related searches",45300000
"logo,mcp",mcp log in,"Navigational, Transactional",90,"1.00,0.64,1.00,0.64,1.00,0.64,0.82,0.45,0.64,0.45,0.36,0.45",38,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",130
"marketplace,mcp",mcp marketplace,"Informational, Commercial",1000,"0.52,0.46,0.52,0.37,0.46,0.31,0.84,0.25,0.52,0.84,1.00,0.68",44,2.45,0.01,"Video, Related searches",131
"mcp,media",mcp media,Informational,40,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",25,0.00,0.33,"AI Overview, Image, Video, Video carousel, People also ask",52000000
"mcp,near",mcp near me,"Informational, Transactional",90,"0.78,0.78,0.78,0.64,0.50,0.50,0.50,0.50,0.64,0.35,1.00,1.00",31,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches",30900000
"mcp,open,source",mcp open source,Informational,70,"0.79,0.79,0.14,0.29,0.14,0.35,0.14,1.00,0.14,0.14,0.29,0.21",83,3.30,0.11,"Sitelinks, Image, Video, Related searches",59100000
"mcp,program",mcp programming,Informational,30,"1.00,0.05,0.52,0.11,0.00,0.00,0.00,0.00,0.23,0.41,0.11,0.41",82,2.60,0.07,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",55200000
"mcp,remote,servers",mcp remote servers,Commercial,50,"0.18,1.00,1.00,0.63,0.63,0.45,0.45,0.18,0.00,0.18,0.18,0.18",28,8.99,0.29,"Sitelinks, Video, Video carousel, Related searches",42200000
"mcp,repair",mcp repo,Informational,140,"0.65,1.00,1.00,0.83,1.00,0.83,0.65,0.65,0.53,0.53,0.65,0.00",71,5.38,0.05,"Sitelinks, Image pack, Video, Related searches, Ads bottom",30100000
"mcp,repository",mcp repository,Informational,140,"0.65,1.00,0.80,0.80,0.26,0.65,0.53,0.26,0.42,0.34,0.42,0.26",67,4.50,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches",133
"mcp,resources",mcp resources,Informational,480,"0.36,0.55,1.00,0.45,0.45,0.45,0.36,0.30,0.24,0.36,0.30,0.36",27,2.17,0.04,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",125
"mcp,rust",mcp rust,Informational,170,"0.67,0.54,0.28,0.04,0.04,0.04,0.04,1.00,0.04,0.04,0.04,0.04",7,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches",129
"mcp,search",mcp search,Commercial,140,"1.00,0.65,0.43,0.65,0.06,0.28,0.34,0.15,0.65,0.28,0.34,0.34",41,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",131
"mcp,server",mcp server,Informational,40500,"0.54,0.54,0.81,0.66,0.81,0.81,0.54,0.54,0.54,0.66,0.66,1.00",88,2.87,0.20,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know, Ads bottom",131
"client,mcp,server",mcp server clients,Informational,210,"0.26,1.00,0.48,0.02,0.02,0.00,0.02,0.02,0.02,0.00,0.02,0.02",43,4.84,0.13,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",133
"date,explorer,mcp,server",mcp server data exploration,Commercial,50,"1.00,0.81,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",12,0.00,0.33,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches, Ads top",1890000
"design,digital,good,mcp,server,storefront",mcp server design for digital goods storefront,Informational,390,"0.04,0.37,1.00",16,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",36400000
"directory,mcp,server",mcp server directory,Informational,170,"1.00,1.00,1.00,0.43,0.43,0.43,0.34,0.28,0.34,0.43,0.34,0.28",49,3.13,0.08,"AI Overview, Video, Video carousel, Related searches, Ads top, Ads bottom",38400000
"framework,mcp,server",mcp server framework,Informational,30,"0.22,0.22,0.55,0.22,1.00,1.00,0.22,0.22,0.22,0.22,0.22,0.22",56,4.80,0.26,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",147
"free,mcp,server",mcp server free,Informational,170,"1.00,0.54,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.00,0.02,0.06",18,2.87,0.56,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads top, Ads middle",125
"host,mcp,server",mcp server hosted,Informational,30,"0.05,0.11,0.11,0.11,1.00,0.05,0.00,0.29,0.23,0.00,0.23,0.29",53,2.89,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",135
"integration,mcp,server",mcp server integration,Informational,30,"0.81,0.18,0.36,0.18,0.18,0.18,0.63,0.27,0.18,0.81,0.81,1.00",53,1.70,0.25,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",124
"list,mcp,server",mcp server list,Informational,1000,"1.00,0.81,1.00,0.81,0.62,0.36,0.36,0.30,0.24,0.45,0.24,0.24",31,1.72,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",98
"logo,mcp,server",mcp server logo,Informational,110,"1.00,0.53,0.34,0.43,0.34,0.43,0.43,0.21,0.34,0.43,0.43,0.65",18,0.00,0.00,"Image, Image pack, Video, Related searches",51700000
"management,mcp,server",mcp server manager,Informational,30,"0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",33,4.98,0.25,"Sitelinks, Reviews, Video, Video carousel, Related searches, Ads top, Ads bottom",103
"marketplace,mcp,server",mcp server marketplace,Commercial,170,"0.80,1.00,0.65,0.42,0.34,0.42,0.34,0.34,0.80,0.26,0.80,0.53",62,3.78,0.41,"Sitelinks, Video, Related searches, Ads top",135
"mcp,repository,server",mcp server repository,Informational,70,"0.09,0.09,0.28,1.00,0.21,0.34,0.15,0.15,0.15,0.21,0.21,0.15",71,3.49,0.22,"Sitelinks, Video, Related searches",106
"mcp,resources,server",mcp server resources,Informational,390,"0.45,1.00,0.55,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02",24,5.59,0.17,"Video, Related searches",131
"code,mcp,roo,server",mcp server roo code,Informational,40,"0.11,1.00,0.11,0.11,0.11,0.11,0.82,0.11,0.11,0.11,0.11,0.11",6,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",124
"mcp,search,server",mcp server search,Commercial,40,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.14,0.00,0.00,0.14",35,2.39,0.20,"Sitelinks, Video, Video carousel, Related searches",125
"mcp,server,test",mcp server test,Informational,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.36,1.00,0.45,1.00",28,7.55,0.25,"AI Overview, Reviews, Video",129
"mcp,server,tool",mcp server tool,"Informational, Transactional",40,"0.63,0.27,0.18,0.63,0.09,1.00,0.00,0.00,0.00,1.00,0.00,0.00",54,5.71,0.30,"Sitelinks, Video, People also ask, Discussions and forums, Related searches, Ads top, Ads middle",128
"mcp,server,url",mcp server url,Informational,110,"0.06,0.81,0.53,1.00,1.00,0.65,0.06,0.06,0.06,0.06,0.06,0.28",66,3.77,0.21,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches",130
"mcp,server",mcp server what is it,Informational,140,"0.42,0.65,0.42,1.00,1.00,0.07,0.42,0.80,0.65,0.42,0.65,0.53",53,0.66,0.19,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",183
"automation,mcp,server,workflow",mcp server workflow automation,Informational,110,"0.02,0.43,1.00",17,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Discussions and forums, Related searches",118
"mcp,servers",mcp servers,Informational,14800,"0.66,0.81,0.54,0.66,0.44,1.00,0.44,0.29,0.66,0.54,0.54,0.44",81,3.49,0.22,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",124
"cursor,mcp,servers",mcp servers cursor,Informational,480,"1.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00",32,3.57,0.04,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",125
"mcp,news,servers",mcp servers news,Informational,590,"0.00,0.00,0.04,0.44,1.00,0.00,0.01,0.00,0.00,0.00,0.00",26,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Top stories, Related searches",8850000
"mcp,repository,servers",mcp servers repository,"Informational, Transactional",50,"0.09,0.66,0.43,0.33,0.00,0.14,0.00,0.00,0.00,1.00,0.33,0.04",40,5.35,0.20,"Video, Video carousel, Related searches, Ads bottom",61
"mcp,servers",mcp servers what is it,Informational,40,"0.18,0.27,1.00,1.00,0.36,1.00,0.00,0.27,0.18,0.18,0.18,0.18",56,0.37,0.11,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",198
"mcp,service",mcp service,Informational,140,"1.00,0.15,0.43,0.43,0.28,0.81,0.21,0.34,0.21,0.43,0.53,0.43",81,1.78,0.02,"AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",124
"mcp,service",mcp services,Informational,320,"0.81,1.00,1.00,0.43,0.81,0.81,0.67,0.43,0.67,0.43,1.00,0.67",31,1.78,0.02,"AI Overview, Video, People also ask, Local pack, Related searches",129
"mcp,seven",mcp sever,Informational,140,"0.05,0.35,0.00,1.00,0.23,0.66,0.12,0.17,0.28,0.02,1.00,1.00",58,2.87,0.20,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know",125
"mcp,shop",mcp shop,Commercial,110,"0.52,1.00,0.42,0.42,0.42,0.42,0.42,0.42,0.52,0.52,0.80,0.33",15,0.00,0.33,"Sitelinks, Video, People also ask, Related searches",141
"mcp,software",mcp software,Informational,170,"0.80,0.80,1.00,0.65,0.65,0.53,0.53,0.53,0.53,0.65,0.65,0.65",70,2.38,0.08,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches, Things to know",127
"mcp,server,sse",mcp sse server,Informational,50,"1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,0.00,0.14,"Sitelinks, Video, Related searches",3060000
"mcp,store",mcp store,Informational,170,"0.65,1.00,0.80,0.53,0.53,0.42,0.26,0.53,0.53,0.42,0.80,0.35",11,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",178
"mcp,test",mcp test,Informational,210,"0.66,0.66,0.66,0.66,0.52,1.00,0.66,0.52,0.66,0.66,0.82,0.82",31,6.13,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",126
"mcp,universe",mcp universe,Informational,90,"0.00,0.00,0.00,0.65,0.43,1.00,0.06,0.53,0.43,0.21,0.34,0.00",27,0.00,0.33,"Video, Related searches",134
"mcp,web",mcp web,Informational,110,"0.64,1.00,1.00,0.64,0.64,0.41,0.29,0.29,0.29,0.52,0.52,0.52",56,3.64,0.05,"Video, Video carousel",126
"mcp,website",mcp website,Informational,110,"1.00,1.00,1.00,0.65,1.00,0.11,0.29,0.29,0.29,0.40,0.82,0.65",63,3.64,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches",131
"mcp,サーバー,一覧",mcp サーバー 一覧,Informational,50,"1.00,0.00,0.64,0.23,0.23,0.11,0.11,0.11,0.11,0.00,0.11,0.11",13,0.00,0.07,"Sitelinks, Video, Related searches, Ads top, Ads bottom",63
"mcp,仓库",mcp 仓库,Informational,50,"0.11,0.23,0.23,0.11,0.82,0.11,1.00,0.11,0.11,0.11,0.11,0.11",34,2.27,0.11,"Video, Related searches",132
"mcp,工具",mcp 工具,Informational,110,"0.02,0.02,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.17,0.02",24,0.69,0.13,"AI Overview, Image pack, Video, Related searches",29700000
mcp,mcp's,Informational,2400,"0.00,0.00,0.01,0.03,0.03,0.00,0.00,0.04,0.01,1.00,0.00,0.00",69,3.04,0.08,"AI Overview, Reviews, Video, Video carousel, People also ask, Local pack, Related searches",124
"downloads,images,mcp",mcp-image-downloader,Informational,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",6,0.00,0.00,"Sitelinks, Video, Related searches",102
"chart,mcp,server",mcp-server-chart,Informational,480,"0.00,0.03,1.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00",16,0.00,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",19900000
"ios,mcp",mcp.io,Informational,260,"0.00,0.00,0.00,0.00,0.00,1.00,0.67,0.67,0.67,0.67,1.00,0.67",82,5.31,0.06,Video,56300000
"mcp,server",mcp.server,Informational,70,"0.06,0.06,0.00,0.53,0.00,0.34,0.00,1.00,0.06,0.00,0.03,0.00",68,1.60,0.11,"Sitelinks, AI Overview, Video, People also ask, Things to know",60200000
"mcp,tool",mcp.tool,Informational,70,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.01,0.06,0.05,0.09",50,4.50,0.10,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask",187
mcphost,mcphost,Informational,140,"0.23,0.15,1.00,0.28,0.08,0.23,0.28,0.01,0.03,0.05,0.15,0.03",24,1.76,0.28,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",73800
mcpmarket,mcpmarket,Navigational,260,"0.23,0.19,0.19,0.15,0.05,0.23,0.00,0.00,0.67,1.00,0.81,1.00",50,0.00,0.33,"Sitelinks, Video, Related searches",129
mcpserver,mcpserver,Informational,390,"1.00,0.67,0.23,0.67,0.81,0.12,0.19,0.29,0.81,0.02,0.15,0.44",66,1.60,0.11,"AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches",5950000
mcpso,mcpso,Informational,590,"0.37,1.00,0.00,0.00,1.00,0.44,0.20,0.00,0.01,0.00,0.01,0.01",69,2.31,0.00,"Sitelinks, Video, Video carousel",129
mcptool,mcptool,Informational,140,"0.05,0.19,0.04,0.81,0.02,0.02,0.00,0.54,0.29,0.81,0.81,1.00",36,2.34,0.08,"Image, Video, Video carousel, Related searches",331000
mcp合集,mcp合集,Informational,210,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",34,0.00,0.00,"Video, Related searches",133
"mcservers,org",mcservers.org,"Navigational, Commercial",170,"0.65,0.80,0.65,0.53,0.53,0.53,0.65,0.80,1.00,0.80,1.00,0.00",84,0.00,0.01,"Sitelinks, Reviews, Video",139000
"context,model,playwright,protocol,server",model context protocol playwright server,Informational,50,"0.00,0.00,1.00,0.04,0.00,0.00,0.00,0.00,0.02,0.00,0.02",10,0.00,0.00,"AI Overview, Reviews, Video, Video carousel, Related searches",153
"context,model,protocol,servers",model context protocol servers,Informational,590,"0.72,1.00,1.00,0.59,0.59,0.48,0.39,0.17,0.32,0.48,0.39,0.72",72,2.92,0.19,"Sitelinks, AI Overview, Video, People also ask, Related searches",132
"modelcontextprotocol,servers",modelcontextprotocol servers,Navigational,70,"0.34,0.53,0.06,1.00,0.06,0.00,0.12,0.00,0.09,0.34,0.12,0.15",100,2.43,0.14,"Sitelinks, Video, Related searches",132
"mpc,server",mpc server,Informational,720,"0.55,0.45,0.45,0.45,0.45,0.36,0.24,0.24,1.00,1.00,0.76,0.36",97,2.87,0.20,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",193
"mpc,servers",mpc servers,Informational,110,"1.00,0.18,1.00,0.53,0.53,1.00,0.24,0.24,0.41,0.00,1.00,0.41",80,1.81,0.05,"Sitelinks, Video, People also ask, Related searches, Ads bottom",123
"mcp,official,server",official mcp server,Informational,50,"0.14,0.35,0.78,0.78,0.64,1.00,0.35,0.35,0.21,0.14,0.50,0.35",63,2.40,0.12,"Sitelinks, Video, Related searches",60100000
"context,official,website",official website for #context#,Informational,70,"0.06,1.00,0.00,0.00,0.00",77,0.00,0.00,"AI Overview, Video, People also ask, Related searches",793000000
"mcp,memory,open",open memory mcp,"Informational, Commercial",70,"0.82,0.64,0.64,1.00,0.41,0.41,0.29,0.23,0.23,0.11,0.11,0.11",35,0.00,0.00,"Image, Video, Related searches",91
"client,mcp,open,source",open source mcp client,Informational,50,"1.00,0.64,0.29,0.41,0.17,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Ads bottom",138
"mcp,oss",oss mcp,Informational,40,"0.14,0.14,0.64,0.14,0.64,0.14,1.00,0.14,0.14,0.14,0.14,0.14",76,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, Related searches",131
"premise,studio,top",premise studio tops,Commercial,50,"1.00,0.18,0.26,0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,1.00",14,0.29,1.00,"Sitelinks, Image, Video, Related searches",222
"mcps,public",public mcps,Informational,5400,"0.10,0.10,0.10,0.13,0.13,0.13,0.10,0.36,0.66,1.00,0.36,0.13",56,3.21,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches",118
"awesome,mcp,punkpeye,servers",punkpeye/awesome-mcp-servers,Navigational,40,"0.00,0.00,0.02,0.00,0.02,1.00,0.00,0.00,0.00,0.05,0.00,0.05",25,0.00,0.04,"Video, Related searches, Ads top, Ads bottom",96
"mcp,quip",quip mcp,Informational,390,"0.54,0.20,0.07,1.00,0.07,0.00,0.00,0.00,0.00,0.00,0.04,0.04",17,0.00,0.01,"Sitelinks, Reviews, Video, Related searches",106
"cli,redshift",redshift cli,Navigational,40,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.26",38,0.00,0.33,"Sitelinks, Video, Related searches",4640000
"mcp,remote,servers",remote mcp servers,Informational,480,"0.59,0.72,1.00,0.59,0.59,0.59,0.32,0.26,0.21,0.32,0.14,0.26",24,4.08,0.19,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches, Ads middle",179
"host,mcp,self",self hosted mcp,Informational,40,"1.00,0.11,0.52,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.05,0.11",10,3.50,0.08,"Sitelinks, AI Overview, Video, Video carousel, Related searches",129
"mcp,seo",seo mcp,Informational,90,"0.03,0.03,0.05,1.00,0.04,0.04,0.04,0.04,0.19,0.07,0.19,0.15",10,4.54,0.49,"Sitelinks, Video, Video carousel, Short videos, Related searches, Ads bottom",15300000
"mcp,servidor",servidores mcp,"Informational, Commercial",50,"0.03,0.03,0.03,0.03,1.00,0.00,0.00,0.03,0.03,0.03,0.03,0.01",39,0.00,0.26,"AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle",132
"mcp,server,simple",simple mcp server,Informational,30,"1.00,0.71,1.00,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.42",26,1.61,0.28,"Sitelinks, Video, Video carousel, Related searches",110
sitemcp,sitemcp,Navigational,30,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",71,3.64,0.07,"Sitelinks, Reviews, Video, Video carousel, Related searches",3310
"mcp,server,test",test mcp server,Informational,140,"0.42,0.65,0.80,1.00,1.00,0.65,0.42,0.53,0.42,0.65,0.65,0.65",34,3.74,0.31,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",59400000
"claude,code,mcp,servers,top",top mcp servers for claude code,Informational,70,"0.00,0.00,0.35,1.00,0.35,0.04,0.04,0.04,0.10,0.04,0.04,0.04",17,3.50,0.24,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",133
"mcp,unleashed",unleash mcp,Informational,40,"0.00,0.41,1.00,0.11,0.11,0.64,0.11,0.11,0.11,0.17,0.23,0.29",14,0.00,0.03,"Reviews, Video, Related searches",108
"mcp,wappalyzer",wappalyzer mcp,Informational,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00",27,0.00,0.00,"AI Overview, Reviews, Video, Related searches",103
"mcp,search,web",web search mcp,"Informational, Commercial",210,"0.29,0.81,0.66,0.43,0.54,1.00,0.54,0.54,0.43,0.66,0.54,1.00",30,2.93,0.03,"Sitelinks, AI Overview, Image, Video, Related searches",59800000
"mcp,servers",what do mcp servers do,Informational,30,"0.11,0.23,0.64,0.11,0.64,0.11,0.11,0.11,0.11,0.29,0.41,1.00",34,0.63,0.11,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",178
"mcp,server",what is a mcp server,Informational,1600,"0.20,0.44,0.44,0.44,0.44,0.52,0.36,0.36,0.44,0.66,0.80,1.00",50,0.97,0.20,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",192
"mcp,server",what is an mcp server,Informational,5400,"0.29,0.36,0.44,0.44,0.44,0.54,0.44,0.36,0.54,0.66,1.00,1.00",46,0.80,0.18,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",181
"mpc,server",what is an mpc server,Informational,170,"0.34,0.43,1.00,0.53,0.53,0.65,0.53,0.34,0.34,0.53,0.81,0.81",69,0.35,0.08,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",200
"mcp,server",what mcp server,Informational,90,"0.05,0.43,0.12,0.28,0.05,0.10,0.05,0.05,0.23,0.17,1.00,0.35",47,0.84,0.22,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",129
"mcp,server,what",whats an mcp server,Informational,320,"0.08,0.06,0.20,0.20,0.16,0.30,0.30,0.16,0.13,1.00,0.55,0.45",51,0.80,0.18,"Sitelinks, AI Overview, Video, People also ask, Related searches",193
