Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
modelcontextprotocol server memory,33,33,170,40,0.00,https://mcp.directory/servers/knowledge-graph-memory,0,0,0.00,0.33,126,"80, 66, 100, 100, 52, 66, 52, 42, 80, 80, 80, 66",2026-07-11,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
опен роутер,57,57,880,63,0.00,https://mcp.directory/skills/openrouter,0,0,0.00,0.33,186,"0, 36, 81, 10, 0, 0, 0, 0, 0, 3, 19, 0",2026-07-11,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp for cursor,41,41,70,38,0.00,https://mcp.directory/clients/cursor,0,0,0.00,0.06,114,"80, 42, 100, 7, 7, 7, 7, 7, 7, 7, 7, 7",2026-05-31,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
testrail mcp,1,1,50,32,12.29,https://mcp.directory/servers/testrail,0,0,0.00,0.05,87,"11, 5, 5, 5, 11, 11, 11, 11, 11, 100, 64, 100",2026-07-12,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,AI overview
testrail mcp,3,3,50,32,12.29,https://mcp.directory/servers/testrail,0,0,0.00,0.05,87,"11, 5, 5, 5, 11, 11, 11, 11, 11, 100, 64, 100",2026-07-12,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
testrail mcp,21,21,50,32,12.29,https://mcp.directory/blog/testrail-mcp-alternatives-2026,0,0,0.00,0.05,87,"11, 5, 5, 5, 11, 11, 11, 11, 11, 100, 64, 100",2026-07-12,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
ida-pro-mcp,15,15,210,12,0.00,https://mcp.directory/servers/ida-pro,0,0,0.00,0.33,90,"10, 0, 0, 0, 0, 0, 16, 0, 20, 20, 45, 100",2026-06-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
ida-pro-mcp,19,19,210,12,0.00,https://mcp.directory/servers/ida-pro,0,0,0.00,0.33,90,"10, 0, 0, 0, 0, 0, 16, 0, 20, 20, 45, 100",2026-06-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
mcp server cursor,42,42,170,32,5.56,https://mcp.directory/clients/cursor,0,0,0.00,0.07,103,"100, 81, 81, 53, 53, 43, 53, 34, 21, 9, 21, 34",2026-05-31,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","informational, transactional",Organic
chromedevtools,15,15,170,48,1.90,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.13,124,"0, 11, 66, 0, 0, 54, 23, 35, 0, 54, 81, 35",2026-06-02,"Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
heygen mcp,9,9,50,29,3.20,https://mcp.directory/servers/heygen,0,0,0.00,0.05,95,"14, 14, 9, 9, 9, 9, 9, 9, 9, 9, 100, 80",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
blender mcp plugin,29,29,40,,0.00,https://mcp.directory/blog/claude-blender-connector-guide,0,0,0.00,0.33,98,"11, 11, 100, 23, 41, 11, 11, 11, 11, 11, 11, 11",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
blender mcp plugin,41,41,40,,0.00,https://mcp.directory/servers/blender,0,0,0.00,0.33,98,"11, 11, 100, 23, 41, 11, 11, 11, 11, 11, 11, 11",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
blender mcp plugin,46,46,40,,0.00,https://mcp.directory/servers/blender,0,0,0.00,0.33,98,"11, 11, 100, 23, 41, 11, 11, 11, 11, 11, 11, 11",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
task master claude,30,30,50,16,0.00,https://mcp.directory/servers/task-master,0,0,0.00,0.04,121,"67, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-07-04,"Image pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
web fetch,29,29,110,16,4.38,https://mcp.directory/servers/web-fetch,0,0,0.00,0.02,94,"11, 9, 0, 11, 17, 4, 14, 11, 2, 17, 17, 11",2026-07-09,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp chrome devtools,22,22,110,,5.14,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.04,101,"2, 2, 2, 2, 2, 23, 23, 23, 53, 53, 100, 53",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
excalidraw skill,31,31,90,29,0.00,https://mcp.directory/skills/excalidraw,0,0,0.00,0.33,100,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 66, 66",2026-06-25,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
serena mcp claude code,17,17,90,34,9.35,https://mcp.directory/servers/serena,0,0,0.00,0.07,98,"0, 6, 53, 100, 53, 53, 6, 6, 6, 6, 21, 15",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
serena mcp claude code,23,23,90,34,9.35,https://mcp.directory/servers/serena,0,0,0.00,0.07,98,"0, 6, 53, 100, 53, 53, 6, 6, 6, 6, 21, 15",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
open source mcp server,59,59,320,82,3.00,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.17,129,"5, 2, 37, 100, 2, 16, 13, 3, 2, 1, 13, 3",2026-06-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
x64dbg mcp,26,26,90,26,0.00,https://mcp.directory/skills/reverse-engineering-tools,0,0,0.00,0.01,81,"2, 2, 4, 2, 2, 2, 2, 2, 35, 22, 100, 43",2026-07-05,"Reviews, Video, Related searches",navigational,Organic
snowflake labs mcp,58,58,70,35,0.00,https://mcp.directory/servers/snowflake,0,0,0.00,0.01,160,"0, 11, 41, 11, 11, 11, 23, 100, 82, 11, 64, 64",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
mcp server vs code,38,38,50,47,0.00,https://mcp.directory/servers/vs-code,0,0,0.00,0.03,105,"63, 36, 45, 100, 63, 36, 27, 27, 63, 36, 63, 36",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
django mcp,34,34,110,21,0.00,https://mcp.directory/skills/django-pro,0,0,0.00,0.02,114,"14, 80, 80, 80, 100, 52, 52, 9, 23, 33, 52, 42",2026-06-12,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
mcp servers for cursor,38,38,90,27,3.91,https://mcp.directory/clients/cursor,0,0,0.00,0.21,116,"53, 80, 100, 26, 26, 19, 15, 19, 11, 19, 26, 0",2026-06-04,"Sitelinks, Video, Related searches, Discussions and forums",transactional,Organic
clay mcp,10,10,140,21,13.05,https://mcp.directory/servers/clay,0,0,0.00,0.01,186,"4, 4, 4, 22, 4, 4, 4, 29, 43, 35, 81, 100",2026-07-06,"Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
claude code mcp usage,13,13,40,,0.00,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.33,110,"0, 0, 11, 11, 100, 11, 82, 11, 11, 11, 11, 11",2026-07-13,"Sitelinks, Video, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic
webapp-testing,1,1,590,21,5.20,https://mcp.directory/skills/webapp-testing,0,0,0.00,0.24,118,"88, 48, 48, 39, 39, 72, 72, 48, 88, 100, 48, 26",2026-05-31,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
webapp-testing,29,29,590,21,5.20,https://mcp.directory/skills/webapp-testing,0,0,0.00,0.24,118,"88, 48, 48, 39, 39, 72, 72, 48, 88, 100, 48, 26",2026-05-31,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
browser use mcp server,29,29,110,39,0.00,https://mcp.directory/servers/browser,0,0,0.00,0.33,129,"100, 82, 53, 28, 28, 5, 7, 7, 7, 10, 7, 12",2026-07-03,"Sitelinks, Reviews, Video, Related searches",informational,Organic
chromedevtools mcp,22,22,70,44,7.37,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.04,126,"0, 0, 0, 0, 0, 34, 21, 21, 15, 100, 3, 100",2026-06-24,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
mcphost,49,49,110,6,1.52,https://mcp.directory/blog,0,0,0.00,0.23,122,"23, 15, 100, 28, 8, 23, 28, 1, 3, 5, 15, 3",2026-07-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
terraform hcp,43,43,30,36,7.24,https://mcp.directory/servers/hashicorp-terraform,0,0,0.00,0.66,109,"11, 11, 11, 11, 11, 11, 11, 11, 11, 100, 11, 11",2026-06-19,"Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mcp atlassian,37,37,590,61,8.25,https://mcp.directory/servers/atlassian-cloud,0,0,0.00,0.02,102,"14, 72, 72, 48, 59, 48, 39, 48, 32, 48, 72, 100",2026-06-16,"Sitelinks, Reviews, Video, Related searches","informational, navigational",Organic
mcp atlassian,51,51,590,61,8.25,https://mcp.directory/servers/atlassian-cloud,0,0,0.00,0.02,102,"14, 72, 72, 48, 59, 48, 39, 48, 32, 48, 72, 100",2026-06-16,"Sitelinks, Reviews, Video, Related searches","informational, navigational",Organic
chrome mcp devtools,17,17,90,49,0.00,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.01,125,"0, 0, 0, 0, 5, 17, 5, 23, 66, 5, 100, 43",2026-06-27,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
zotero claude,27,27,70,13,7.98,https://mcp.directory/skills/zotero-cli,0,0,0.00,0.04,83,"11, 15, 3, 34, 3, 53, 0, 15, 3, 3, 80, 100",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
zotero claude,40,40,70,13,7.98,https://mcp.directory/servers/zotero,0,0,0.00,0.04,83,"11, 15, 3, 34, 3, 53, 0, 15, 3, 3, 80, 100",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
vs code mcp server,40,40,170,37,0.00,https://mcp.directory/servers/vs-code,0,0,0.00,0.03,94,"54, 54, 100, 43, 43, 43, 22, 10, 18, 14, 22, 14",2026-07-02,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
how to restart claude code,13,13,210,23,11.93,https://mcp.directory/servers/claude-desktop-restart,0,0,0.00,0.06,77,"3, 1, 1, 3, 3, 28, 23, 44, 35, 66, 100, 81",2026-07-06,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
apps like duck duck go,65,65,50,60,0.76,https://mcp.directory/blog/top-duckduckgo-mcp-alternatives,0,0,0.00,0.13,130,"100, 27, 100, 0, 63, 36, 0, 0, 63, 27, 100, 27",2026-06-15,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
aider vs opencode,16,16,110,9,5.09,https://mcp.directory/blog/goose-vs-cline-vs-aider-vs-claude-code-vs-opencode-2026,0,0,0.00,0.04,117,"0, 0, 12, 28, 34, 15, 21, 21, 28, 65, 81, 100",2026-06-17,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
mem0 news,56,56,110,54,0.00,https://mcp.directory/blog/mem0-vs-letta-vs-zep-vs-cognee-2026,0,0,0.00,0,99,"12, 100, 35, 0, 0, 0",2026-06-04,"Video, Related searches, AI overview",informational,Organic
dev-browser cli,26,26,90,,11.09,https://mcp.directory/skills/dev-browser,0,0,0.00,0.04,153,"19, 19, 15, 19, 15, 15, 11, 11, 42, 80, 42, 100",2026-06-22,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
azure devops apis,24,24,50,35,9.33,https://mcp.directory/skills/azure-devops-rest-api,0,0,0.00,0.02,130,"12, 3, 53, 6, 3, 0, 6, 9, 6, 100, 6, 3",2026-07-07,"Sitelinks, Video, People also ask, Related searches, Discussions and forums",navigational,Organic
mcp open source,37,37,50,87,3.81,https://mcp.directory/blog,0,0,0.00,0.13,131,"52, 52, 9, 19, 9, 23, 9, 66, 9, 9, 19, 14",2026-07-05,"Video, Ads top, Related searches, Discussions and forums, Ads middle",informational,Organic
mcp open source,49,49,50,87,3.81,https://mcp.directory/blog,0,0,0.00,0.13,131,"52, 52, 9, 19, 9, 23, 9, 66, 9, 9, 19, 14",2026-07-05,"Video, Ads top, Related searches, Discussions and forums, Ads middle",informational,Organic
context7 mcp github,11,11,50,38,0.00,https://mcp.directory/servers/context7,0,0,0.00,0.01,105,"100, 42, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches","informational, navigational",Organic
gitlab mcp server,33,33,1300,31,14.47,https://mcp.directory/servers/gitlab,0,0,0.00,0.02,95,"25, 31, 52, 52, 100, 100, 84, 52, 46, 52, 52, 68",2026-06-07,"Sitelinks, Video, Related searches",informational,Organic
ui ux max pro,22,22,170,16,6.88,https://mcp.directory/skills/ui-ux-pro-max,0,0,0.00,0.15,165,"0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 100, 13",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
exa-code,29,29,90,29,0.00,https://mcp.directory/skills/get-code-context-exa,0,0,0.00,0.02,75,"2, 100, 0, 35, 28, 5, 0, 0",2026-07-01,"Sitelinks, Reviews, Video Carousel, Related searches",informational,Organic
mcp windows,27,27,170,56,0.00,https://mcp.directory/servers/windows-mcp,0,0,0.00,0.33,133,"65, 53, 9, 53, 0, 21, 53, 15, 65, 100, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp windows,28,28,170,56,0.00,https://mcp.directory/servers/windows-mcp,0,0,0.00,0.33,133,"65, 53, 9, 53, 0, 21, 53, 15, 65, 100, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp windows,36,36,170,56,0.00,https://mcp.directory/blog/windows-mcp-guide,0,0,0.00,0.33,133,"65, 53, 9, 53, 0, 21, 53, 15, 65, 100, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp windows,38,38,170,56,0.00,https://mcp.directory/blog/windows-mcp-guide,0,0,0.00,0.33,133,"65, 53, 9, 53, 0, 21, 53, 15, 65, 100, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
azure mcp servers,41,41,140,64,0.00,https://mcp.directory/servers/azure-devops,0,0,0.00,0.01,106,"3, 0, 3, 81, 6, 54, 66, 100, 3, 3, 3, 3",2026-06-29,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
laravel mcp server,34,34,90,29,0.00,https://mcp.directory/publishers/laravel,0,0,0.00,0.04,88,"6, 6, 6, 53, 100, 53, 21, 15, 21, 21, 21, 21",2026-07-12,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
magic ui mcp,11,11,210,17,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.01,81,"10, 16, 8, 3, 1, 3, 1, 1, 1, 1, 4, 0",2026-07-11,"Reviews, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
magic ui mcp,25,25,210,17,0.00,https://mcp.directory/blog/21st-dev-magic-mcp-complete-guide-2026,0,0,0.00,0.01,81,"10, 16, 8, 3, 1, 3, 1, 1, 1, 1, 4, 0",2026-07-11,"Reviews, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
magic ui mcp,53,53,210,17,0.00,https://mcp.directory/compare/magic-vs-magic-ui,0,0,0.00,0.01,81,"10, 16, 8, 3, 1, 3, 1, 1, 1, 1, 4, 0",2026-07-11,"Reviews, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
motion canvas,22,22,390,21,3.06,https://mcp.directory/skills/motion-canvas,0,0,0.00,0.03,160,"5, 8, 10, 8, 10, 8, 7, 7, 10, 10, 13, 36",2026-06-21,"Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
serpapi mcp server,42,42,110,30,3.41,https://mcp.directory/blog,0,0,0.00,0.45,89,"35, 35, 35, 66, 35, 35, 3, 3, 3, 3, 3, 3",2026-06-30,"Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
exa ai mcp,31,31,50,20,4.12,https://mcp.directory/servers/exa-search,0,0,0.00,0.19,102,"9, 66, 19, 9, 9, 9, 9, 9, 9, 9, 100, 52",2026-06-13,"Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
drizzle orm mcp,6,6,50,21,0.00,https://mcp.directory/skills/drizzle-orm,0,0,0.00,0.33,90,"100, 23, 41, 11, 11, 23, 52, 64, 11, 11, 11, 11",2026-07-08,"Sitelinks, Reviews, Related searches",informational,Organic
drizzle orm mcp,19,19,50,21,0.00,https://mcp.directory/skills/drizzle,0,0,0.00,0.33,90,"100, 23, 41, 11, 11, 23, 52, 64, 11, 11, 11, 11",2026-07-08,"Sitelinks, Reviews, Related searches",informational,Organic
mysql mcp server,31,31,320,40,3.60,https://mcp.directory/servers/mysql-database,0,0,0.00,0.12,100,"28, 100, 66, 66, 54, 28, 54, 35, 28, 35, 54, 44",2026-07-11,"Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
magicui mcp,7,7,40,20,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.01,76,"100, 57, 57, 71, 71, 42, 0, 71, 0, 0, 100, 71",2026-07-12,"Reviews, Video, Related searches",informational,Organic
magicui mcp,29,29,40,20,0.00,https://mcp.directory/compare/magic-vs-magic-ui,0,0,0.00,0.01,76,"100, 57, 57, 71, 71, 42, 0, 71, 0, 0, 100, 71",2026-07-12,"Reviews, Video, Related searches",informational,Organic
magicui mcp,50,50,40,20,0.00,https://mcp.directory/blog/21st-dev-magic-mcp-complete-guide-2026,0,0,0.00,0.01,76,"100, 57, 57, 71, 71, 42, 0, 71, 0, 0, 100, 71",2026-07-12,"Reviews, Video, Related searches",informational,Organic
magicui mcp,60,60,40,20,0.00,https://mcp.directory/categories/design,0,0,0.00,0.01,76,"100, 57, 57, 71, 71, 42, 0, 71, 0, 0, 100, 71",2026-07-12,"Reviews, Video, Related searches",informational,Organic
desktop commander mcp,32,32,480,25,8.12,https://mcp.directory/blog/desktop-commander-mcp-complete-guide-2026,0,0,0.00,0.02,153,"100, 76, 45, 30, 24, 24, 45, 16, 20, 10, 20, 20",2026-07-04,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
openai codex mcp server,37,37,140,23,183.53,https://mcp.directory/clients/codex,0,0,0.00,0.33,99,"0, 100, 100, 100, 100, 6, 6, 6, 6, 6, 6, 6",2026-07-08,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
svg mcp,23,23,50,19,0.00,https://mcp.directory/skills/svg-precision,0,0,0.00,0.33,68,"64, 41, 17, 17, 100, 11, 11, 11, 11, 11, 11, 11",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
svg mcp,31,31,50,19,0.00,https://mcp.directory/servers/svgmaker,0,0,0.00,0.33,68,"64, 41, 17, 17, 100, 11, 11, 11, 11, 11, 11, 11",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
svg mcp,46,46,50,19,0.00,https://mcp.directory/skills/svg-icon-generator,0,0,0.00,0.33,68,"64, 41, 17, 17, 100, 11, 11, 11, 11, 11, 11, 11",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
svg mcp,50,50,50,19,0.00,https://mcp.directory/servers/supericons,0,0,0.00,0.33,68,"64, 41, 17, 17, 100, 11, 11, 11, 11, 11, 11, 11",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
kubernetes mcp server,47,47,320,42,6.15,https://mcp.directory/servers/kubernetes,0,0,0.00,0.13,106,"43, 82, 82, 100, 100, 82, 82, 66, 66, 82, 100, 66",2026-06-03,"Sitelinks, Video, Ads bottom",informational,Organic
modelcontextprotocol/server-fetch,25,25,40,32,0.00,https://mcp.directory/servers/web-fetch,0,0,0.00,0.01,130,"11, 11, 100, 11, 52, 23, 23, 23, 11, 11, 11, 11",2026-07-08,"Reviews, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
chrome dev mcp,16,16,260,58,12.03,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.01,99,"0, 0, 0, 0, 100, 66, 28, 35, 44, 44, 81, 66",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
mcp vs code,36,36,50,64,0.00,https://mcp.directory/servers/vs-code,0,0,0.00,0.04,154000000,"100, 100, 63, 100, 45, 36, 36, 18, 18, 27, 27, 36",2026-06-23,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
mcp vs code,52,52,50,64,0.00,https://mcp.directory/clients/vscode,0,0,0.00,0.04,154000000,"100, 100, 63, 100, 45, 36, 36, 18, 18, 27, 27, 36",2026-06-23,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
duckdb mcp server,30,30,70,13,0.00,https://mcp.directory/compare/duckdb-vs-motherduck-duckdb,0,0,0.00,0.05,96,"100, 100, 77, 100, 77, 77, 77, 44, 55, 55, 55, 55",2026-07-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
magic.collectorsolutions/magic-ui/login,20,20,70,0,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.33,88,"100, 66, 0, 0, 0, 0, 42, 0, 33, 52, 42, 9",2026-06-13,Reviews,"navigational, transactional",Organic
magic.collectorsolutions/magic-ui/login,22,22,70,0,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.33,88,"100, 66, 0, 0, 0, 0, 42, 0, 33, 52, 42, 9",2026-06-13,Reviews,"navigational, transactional",Organic
dataforseo mcp,17,17,210,26,7.89,https://mcp.directory/collections/top-mcp-servers-for-seo,0,0,0.00,0.08,80,"35, 4, 66, 81, 29, 66, 100, 35, 14, 22, 54, 43",2026-06-02,"Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
dataforseo mcp,72,72,210,26,7.89,https://mcp.directory/blog,0,0,0.00,0.08,80,"35, 4, 66, 81, 29, 66, 100, 35, 14, 22, 54, 43",2026-06-02,"Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
nano banana mcp server,25,25,50,12,5.26,https://mcp.directory/skills/nano-banana-pro,0,0,0.00,0.08,98,"0, 0, 0, 0, 5, 5, 5, 43, 5, 5, 100, 7",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
nano banana mcp server,36,36,50,12,5.26,https://mcp.directory/servers/nanobanana,0,0,0.00,0.08,98,"0, 0, 0, 0, 5, 5, 5, 43, 5, 5, 100, 7",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
nano banana mcp server,38,38,50,12,5.26,https://mcp.directory/servers/nanobanana,0,0,0.00,0.08,98,"0, 0, 0, 0, 5, 5, 5, 43, 5, 5, 100, 7",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
nano banana mcp server,55,55,50,12,5.26,https://mcp.directory/skills/nano-banana-pro-prompts-recommend-skill,0,0,0.00,0.08,98,"0, 0, 0, 0, 5, 5, 5, 43, 5, 5, 100, 7",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
gitlab mcp server official,25,25,70,28,0.00,https://mcp.directory/servers/gitlab,0,0,0.00,0.33,94,"0, 0, 9, 66, 100, 80, 23, 19, 33, 23, 33, 42",2026-06-30,"Sitelinks, Reviews, Video, Related searches","informational, transactional",Organic
xhs master,39,39,40,,2.29,https://mcp.directory/servers/xiaohongshu-xhs-rednote,0,0,0.00,0.33,69,"6, 0, 0, 0, 3, 3, 0, 3, 100, 0, 15, 0",2026-07-12,Reviews,informational,Organic
playwright-mcp-server,24,24,170,40,0.00,https://mcp.directory/servers/playwright,0,0,0.00,0,105,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
browser tool mcp,31,31,30,48,8.66,https://mcp.directory/servers/browser,0,0,0.00,0.03,128,"5, 3, 3, 3, 0, 0, 6, 0, 0, 0, 3, 0",2026-07-07,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
y.js,28,28,880,50,0.00,https://mcp.directory/skills/yjs,0,0,0.00,0.33,110,"0, 1, 100, 0, 35, 0, 3, 2, 35, 3, 0, 2",2026-06-27,"Sitelinks, Video, Video Carousel",navigational,Organic
penpot mcp server,15,15,110,,0.00,https://mcp.directory/servers/penpot,0,0,0.00,0.33,109,"17, 17, 17, 17, 17, 17, 17, 17, 35, 100, 17, 23",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
penpot mcp server,44,44,110,,0.00,https://mcp.directory/skills/penpot-uiux-design,0,0,0.00,0.33,109,"17, 17, 17, 17, 17, 17, 17, 17, 35, 100, 17, 23",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
penpot mcp server,48,48,110,,0.00,https://mcp.directory/skills/penpot-uiux-design,0,0,0.00,0.33,109,"17, 17, 17, 17, 17, 17, 17, 17, 35, 100, 17, 23",2026-06-21,"Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
sooperset/mcp-atlassian,26,26,50,32,0.00,https://mcp.directory/servers/atlassian-cloud,0,0,0.00,0.01,105,"0, 0, 0, 0, 0, 100, 0, 17, 29, 82, 64",2026-06-24,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
mcp servers for web development,40,40,40,28,0.00,https://mcp.directory/categories/developer-tools,0,0,0.00,0.37,132,"0, 0, 0, 100, 41, 11, 11, 23, 64, 11, 11, 11",2026-07-12,"Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
mcp servers for web development,90,90,40,28,0.00,https://mcp.directory/blog/best-free-mcp-servers,0,0,0.00,0.37,132,"0, 0, 0, 100, 41, 11, 11, 23, 64, 11, 11, 11",2026-07-12,"Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
context7 claude code,18,18,390,12,11.56,https://mcp.directory/servers/context7,0,0,0.00,0.08,93,"0, 1, 32, 39, 100, 39, 17, 32, 17, 59, 72, 72",2026-06-05,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
blender mcp server,28,28,260,40,5.84,https://mcp.directory/servers/blender,0,0,0.00,0.01,168,"29, 23, 23, 23, 23, 15, 23, 19, 23, 100, 29, 54",2026-06-16,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
blender mcp server,31,31,260,40,5.84,https://mcp.directory/servers/blender,0,0,0.00,0.01,168,"29, 23, 23, 23, 23, 15, 23, 19, 23, 100, 29, 54",2026-06-16,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
