Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
awesome agent skills,35,35,140,44,8.18,https://www.skills.sh/,0,0,0.00,0.03,118,"0, 0, 0, 0, 0, 0, 0, 2, 3, 19, 100, 67",2026-06-13,"Reviews, Video, Video Carousel, Related searches, Discussions and forums","commercial, informational",Organic
skillsclonecom,64,64,90,32,0.00,https://www.skills.sh/,0,0,0.00,0.33,140,"9, 65, 34, 28, 81, 0, 100, 0, 0, 34, 3, 3",2026-06-17,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
skill search,58,58,50,41,0.00,https://www.skills.sh/,0,0,0.00,0.01,118,"11, 11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 64",2026-07-19,"Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
skillsmarket,71,71,70,20,0.00,https://www.skills.sh/,0,0,0.00,0.01,101,"2, 2, 7, 23, 100, 12, 0, 0, 35, 5, 5, 2",2026-07-12,"Sitelinks, Video, Related searches, See results about",navigational,Organic
skill s,54,54,50,55,1.13,https://www.skills.sh/,0,0,0.00,0.02,128,"0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 0, 0",2026-06-06,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
yacht sh,77,77,70,29,0.00,https://www.skills.sh/,0,0,0.00,0.33,171,"80, 100, 80, 53, 53, 0, 0, 0, 0, 0, 0, 0",2026-06-21,"Image pack, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
skilll,66,66,90,65,1.13,https://www.skills.sh/,0,0,0.00,0.02,129,"0, 0, 0, 1, 0, 48, 0, 0, 26, 21, 14, 1",2026-06-06,"Knowledge panel, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skill im,69,69,70,28,0.00,https://www.skills.sh/,0,0,0.00,0.33,109,"14, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100",2026-07-08,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
all skill,64,64,260,18,0.38,https://www.skills.sh/,0,0,0.00,0.05,139,"17, 59, 14, 72, 21, 11, 11, 14, 39, 32, 26, 17",2026-07-19,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
skill market,50,50,390,20,4.37,https://www.skills.sh/,0,0,0.00,0.04,132,"9, 14, 17, 32, 32, 26, 21, 21, 48, 72, 100, 59",2026-07-05,"Sitelinks, Video, People also ask, Related searches",informational,Organic
vercel skills.sh,16,16,170,39,0.00,https://www.skills.sh/,0,0,0.00,0.01,94,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 36, 24",2026-06-13,"Video, Video Carousel",informational,Organic
skillls,46,46,40,50,0.96,https://www.skills.sh/,0,0,0.00,0.03,130,"0, 0, 0, 2, 13, 0, 0, 0, 7, 1, 0, 0",2026-07-23,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skillindex,55,55,50,24,0.00,https://www.skills.sh/,0,0,0.00,0.33,110,"3, 3, 3, 6, 3, 100, 6, 6, 6, 21, 6, 6",2026-06-12,"Sitelinks, Video, Related searches",informational,Organic
/skill,53,53,70,66,0.96,https://www.skills.sh/,0,0,0.00,0.03,129,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-06-28,"Reviews, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,Organic
skills npm,61,61,140,36,0.00,https://www.skills.sh/,0,0,0.00,0.33,102,"0, 0, 0, 0, 0, 0, 0, 0, 3, 54, 100, 19",2026-07-15,"Sitelinks, Video, Related searches",navigational,Organic
codex skills library,42,42,40,,88.85,https://www.skills.sh/,0,0,0.00,0.24,96,"0, 0, 0, 0, 0, 0, 0, 0, 3, 42, 100, 42",2026-07-20,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
database of skills,66,66,30,41,5.31,https://www.skills.sh/,0,0,0.00,0.38,138,"0, 18, 18, 18, 27, 18, 9, 18, 18, 18, 100, 18",2026-07-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
z skills,66,66,90,23,0.00,https://www.skills.sh/,0,0,0.00,0.33,108,"26, 42, 19, 34, 42, 26, 42, 34, 26, 42, 26, 34",2026-06-11,"Knowledge panel, Reviews, Video, Related searches",informational,Organic
skill 网站,38,38,50,50,0.00,https://www.skills.sh/,0,0,0.00,0.01,90,"0, 0, 0, 0, 0, 11, 23, 23, 64, 100, 82, 82",2026-07-19,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
skills.,36,36,50,50,1.13,https://www.skills.sh/,0,0,0.00,0.02,127,"2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",2026-06-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skill seekers,12,12,210,4,0.00,https://www.skills.sh/,0,0,0.00,0.33,117,"0, 0, 2, 2, 2, 59, 100, 2, 11, 26, 21, 14",2026-07-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skill seekers,56,56,210,4,0.00,https://www.skills.sh/,0,0,0.00,0.33,117,"0, 0, 2, 2, 2, 59, 100, 2, 11, 26, 21, 14",2026-07-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
vercel claude code skills,45,45,40,43,0.00,https://www.skills.sh/,0,0,0.00,0.03,93,"0, 0, 0, 0, 0, 0, 0, 0, 100, 5, 5, 5",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
claude skills directory,37,37,210,34,17.87,https://www.skills.sh/,0,0,0.00,0.02,106,"0, 0, 0, 0, 0, 0, 7, 11, 17, 100, 48, 72",2026-06-18,"Sitelinks, Reviews, Video, Related searches",informational,Organic
https:// skillsmp. com/,30,30,50,20,0.00,https://www.skills.sh/,0,0,0.00,0.33,99,"0, 0, 0, 0, 0, 0, 0, 4, 100, 4, 4, 0",2026-07-09,"Sitelinks, Video, Related searches",navigational,Organic
agent skills vercel,47,47,50,51,0.00,https://www.skills.sh/,0,0,0.00,0.33,88,"0, 0, 0, 0, 0, 0, 0, 0, 34, 100, 34, 6",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
the open agent skills ecosystem,28,28,40,,4.73,https://www.skills.sh/,0,0,0.00,0.53,163,"0, 0, 0, 0, 0, 0, 0, 0, 100, 14, 100, 23",2026-07-12,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
the open agent skills ecosystem,30,30,40,,4.73,https://www.skills.sh/,0,0,0.00,0.53,163,"0, 0, 0, 0, 0, 0, 0, 0, 100, 14, 100, 23",2026-07-12,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
skills api,77,77,50,34,7.09,https://www.skills.sh/,0,0,0.00,0.05,120,"9, 18, 18, 63, 27, 18, 63, 63, 63, 63, 100, 18",2026-06-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
npx skill,40,40,50,36,0.00,https://www.skills.sh/,0,0,0.00,0.01,124,"0, 0, 0, 0, 0, 0, 0, 0, 23, 100, 80, 66",2026-07-18,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
agent skills claude,58,58,140,62,9.09,https://www.skills.sh/,0,0,0.00,0.12,87,"0, 0, 0, 0, 0, 43, 17, 35, 100, 82, 66, 43",2026-06-25,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
skill format,63,63,40,54,0.00,https://www.skills.sh/,0,0,0.00,0.01,131,"14, 4, 23, 14, 4, 23, 4, 4, 4, 4, 100, 9",2026-07-19,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
skills marketplace,51,51,480,44,4.80,https://www.skills.sh/,0,0,0.00,0.07,127,"2, 1, 1, 2, 1, 2, 8, 16, 46, 100, 84, 52",2026-07-07,"Sitelinks, Video, Related searches",commercial,Organic
vercel skills cli,47,47,170,39,0.00,https://www.skills.sh/,0,0,0.00,0.33,95,"0, 0, 0, 0, 0, 0, 0, 0, 3, 45, 100, 3",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches","informational, transactional",Organic
vercel ai skills,50,50,50,50,0.00,https://www.skills.sh/,0,0,0.00,0.02,100,"0, 0, 0, 0, 0, 0, 0, 0, 80, 100, 80, 80",2026-07-12,"Sitelinks, Reviews, Video, Related searches",informational,Organic
skill read,82,82,170,36,0.00,https://www.skills.sh/,0,0,0.00,0.03,131,"1, 10, 100, 20, 1, 1, 10, 1, 1, 1, 1, 1",2026-07-13,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
agent skills open standard,60,60,50,57,6.69,https://www.skills.sh/,0,0,0.00,0.04,97,"0, 0, 0, 0, 0, 0, 0, 52, 66, 100, 66, 52",2026-07-05,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
agents skills,68,68,90,43,6.95,https://www.skills.sh/,0,0,0.00,0.02,103,"0, 0, 0, 0, 0, 0, 4, 2, 8, 35, 54, 100",2026-06-22,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
claude skill market,56,56,40,29,5.20,https://www.skills.sh/,0,0,0.00,0.1,126,"0, 0, 0, 0, 0, 0, 9, 9, 80, 9, 100, 9",2026-07-12,"Sitelinks, Video, Related searches, Discussions and forums, Ads middle",commercial,Organic
add-skill,34,34,140,32,0.47,https://www.skills.sh/,0,0,0.00,0.03,123,"35, 35, 28, 28, 28, 35, 35, 35, 28, 100, 17, 28",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
add-skill,76,76,140,32,0.47,https://www.skills.sh/,0,0,0.00,0.03,123,"35, 35, 28, 28, 28, 35, 35, 35, 28, 100, 17, 28",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
agent skills directory,4,4,50,48,3.34,https://www.skills.sh/,0,0,0.00,0.04,129,"0, 0, 0, 0, 0, 0, 0, 9, 80, 66, 80, 100",2026-07-12,"Sitelinks, Video, Related searches, AI overview",informational,AI overview
next js skills,39,39,90,36,0.00,https://www.skills.sh/,0,0,0.00,0.01,98,"0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 100, 2",2026-07-25,"Sitelinks, Reviews, Video, Related searches",commercial,Organic
skills repository,64,64,50,58,7.84,https://www.skills.sh/,0,0,0.00,0.11,128,"9, 0, 9, 9, 9, 14, 9, 9, 9, 100, 80, 80",2026-07-05,"Video, Video Carousel, Related searches",informational,Organic
find-skills github,26,26,90,53,8.99,https://www.skills.sh/,0,0,0.00,0.03,101,"0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 100, 81",2026-06-22,"Sitelinks, Video, Related searches","navigational, transactional",Organic
skill网站,41,41,50,39,0.00,https://www.skills.sh/,0,0,0.00,0.33,101,"9, 9, 9, 81, 81, 63, 18, 18, 18, 36, 100, 100",2026-06-24,"Video, Related searches, AI overview",informational,Organic
.agent/skills,76,66,260,49,3.89,https://www.skills.sh/,0,0,0.00,0.05,128,"0, 1, 100, 0",2026-07-27,"Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
vercel ai sdk skills,54,54,90,25,0.00,https://www.skills.sh/,0,0,0.00,0.33,92,"0, 0, 0, 0, 0, 0, 0, 15, 100, 100, 53, 34",2026-06-27,"Sitelinks, Video, Related searches",informational,Organic
add skill,74,74,70,23,2.37,https://www.skills.sh/,0,0,0.00,0.01,626000000,"0, 0, 7, 26, 0, 19, 19, 11, 100, 53, 53, 53",2026-07-12,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
add skill,84,84,70,23,2.37,https://www.skills.sh/,0,0,0.00,0.01,626000000,"0, 0, 7, 26, 0, 19, 19, 11, 100, 53, 53, 53",2026-07-12,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
a skills,67,67,140,44,0.00,https://www.skills.sh/,0,0,0.00,0.01,135,"33, 23, 33, 52, 52, 100, 66, 66, 80, 66, 66, 80",2026-07-20,"Knowledge panel, Video, Video Carousel, People also ask, Related searches",informational,Organic
skillks,54,54,110,63,1.13,https://www.skills.sh/,0,0,0.00,0.02,131,"0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0",2026-06-16,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
awesome skills,37,37,590,53,0.00,https://www.skills.sh/,0,0,0.00,0.33,130,"0, 0, 0, 0, 0, 0, 0, 0, 4, 100, 65, 82",2026-06-03,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
awesome skills,49,49,590,53,0.00,https://www.skills.sh/,0,0,0.00,0.33,130,"0, 0, 0, 0, 0, 0, 0, 0, 4, 100, 65, 82",2026-06-03,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
skilless,84,84,170,21,0.00,https://www.skills.sh/,0,0,0.00,0.33,108,"19, 80, 42, 65, 65, 80, 42, 19, 65, 100, 53, 80",2026-06-11,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
skill data,92,92,70,22,5.31,https://www.skills.sh/,0,0,0.00,0.38,136,"28, 35, 50, 50, 35, 78, 100, 50, 78, 28, 28, 14",2026-07-13,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skill agent,18,18,210,53,0.00,https://www.skills.sh/,0,0,0.00,0.01,122,"1, 1, 1, 1, 1, 1, 1, 1, 7, 100, 11, 7",2026-07-18,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
skill agent,70,70,210,53,0.00,https://www.skills.sh/,0,0,0.00,0.01,122,"1, 1, 1, 1, 1, 1, 1, 1, 7, 100, 11, 7",2026-07-18,"Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
npx skills,48,48,1000,28,0.00,https://www.skills.sh/,0,0,0.00,0.33,121,"0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 54, 100",2026-06-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","informational, navigational",Organic
npm skills,52,52,170,29,18.69,https://www.skills.sh/,0,0,0.00,0.01,100,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 16, 36",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, navigational",Organic
.agents/skills,65,65,210,39,3.89,https://www.skills.sh/,0,0,0.00,0.05,106,"0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 100",2026-07-06,"Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
agentskills,56,56,1000,37,3.89,https://www.skills.sh/,0,0,0.00,0.05,116,"0, 0, 0, 0, 0, 0, 0, 100, 19, 19, 43, 19",2026-07-06,"Sitelinks, Video, Related searches",informational,Organic
skills market,47,47,320,30,4.37,https://www.skills.sh/,0,0,0.00,0.04,131,"0, 5, 3, 10, 2, 13, 5, 3, 45, 67, 100, 55",2026-06-30,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
skill co,53,53,90,28,6.23,https://www.skills.sh/,0,0,0.00,0.02,101,"50, 78, 50, 50, 64, 100, 78, 50, 50, 64, 78, 100",2026-07-04,"Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
caveman 4s,84,84,170,16,0.00,https://www.skills.sh/juliusbrussee/caveman/caveman,0,0,0.00,0.83,189,"0, 4, 4, 66, 100, 43, 54, 54, 14, 10, 18, 14",2026-07-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
skillsclone com,70,70,40,16,0.00,https://www.skills.sh/,0,0,0.00,0.33,80,"0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0",2026-06-20,"Reviews, AI overview",informational,Organic
skillsclone com,71,71,40,16,0.00,https://www.skills.sh/,0,0,0.00,0.33,80,"0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0",2026-06-20,"Reviews, AI overview",informational,Organic
trae skill,43,43,90,5,0.00,https://www.skills.sh/,0,0,0.00,0.02,96,"0, 0, 0, 0, 0, 0, 0, 35, 100, 22, 43, 35",2026-07-03,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
cherry studio skills,68,68,70,18,0.00,https://www.skills.sh/,0,0,0.00,0.01,87,"0, 0, 0, 0, 0, 0, 0, 42, 100, 100, 100, 9",2026-07-08,"Sitelinks, Reviews, Video, Related searches","informational, navigational",Organic
skillseekers,70,70,70,4,0.00,https://www.skills.sh/,0,0,0.00,0.33,121,"11, 11, 11, 11, 11, 11, 41, 11, 100, 64, 100, 82",2026-07-18,"Sitelinks, Reviews, Video, Related searches",informational,Organic
skills the,62,62,170,38,0.00,https://www.skills.sh/,0,0,0.00,0.33,134,"53, 53, 34, 26, 42, 65, 80, 53, 100, 65, 80, 80",2026-07-04,"Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skills skills,61,61,70,57,0.96,https://www.skills.sh/,0,0,0.00,0.03,127,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-06-28,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
find skills github,25,25,90,40,0.00,https://www.skills.sh/,0,0,0.00,0.01,99,"0, 0, 0, 0, 0, 0, 0, 0, 2, 66, 100, 54",2026-06-27,"Sitelinks, Video, Related searches","navigational, transactional",Organic
skill com,77,77,210,24,1.98,https://www.skills.sh/,0,0,0.00,0.22,123,"20, 20, 16, 20, 24, 16, 16, 3, 20, 20, 8, 8",2026-06-25,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
zskill,90,90,110,28,0.00,https://www.skills.sh/,0,0,0.00,0.33,108,"4, 7, 7, 7, 5, 7, 5, 5, 5, 5, 4, 3",2026-07-06,"Knowledge panel, Reviews, People also ask, Related searches",informational,Organic
find skills,38,38,390,3,6.64,https://www.skills.sh/,0,0,0.00,0.01,107,"1, 1, 1, 1, 3, 5, 5, 1, 20, 100, 100, 76",2026-07-03,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
skill.sh,3,3,2400,22,10.09,https://www.skills.sh/,0,0,0.00,0.33,72900000,"100, 80, 27, 44",2026-07-26,"Sitelinks, Reviews, Video, Video Carousel, Short videos, AI overview",informational,AI overview
vercel skill,45,45,140,50,7.87,https://www.skills.sh/,0,0,0.00,0.03,94,"0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 66",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
skill4agent,36,36,170,14,0.00,https://www.skills.sh/,0,0,0.00,0.06,862,"1, 1, 1, 0, 0, 1, 5, 4, 23, 100, 100, 0",2026-06-12,"Reviews, Video, Video Carousel, Related searches",informational,Organic
skill4agent,44,44,170,14,0.00,https://www.skills.sh/,0,0,0.00,0.06,862,"1, 1, 1, 0, 0, 1, 5, 4, 23, 100, 100, 0",2026-06-12,"Reviews, Video, Video Carousel, Related searches",informational,Organic
claude agent sdk skills,66,66,140,25,35.28,https://www.skills.sh/,0,0,0.00,0.02,130,"0, 0, 0, 0, 0, 0, 100, 29, 35, 66, 54, 54",2026-06-09,"Sitelinks, Video, Video Carousel",informational,Organic
ex-skill,46,46,170,21,0.00,https://www.skills.sh/,0,0,0.00,0.33,105,"5, 5, 5, 5, 44, 12, 5, 12, 12, 44, 5, 100",2026-07-10,"Sitelinks, Reviews, Related searches, AI overview",informational,Organic
skills script,57,57,40,20,0.00,https://www.skills.sh/,0,0,0.00,0.33,132,"9, 100, 9, 9, 9, 9, 9, 33, 52, 9, 0, 0",2026-07-10,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
siklls,69,69,70,51,0.96,https://www.skills.sh/,0,0,0.00,0.03,134,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0",2026-07-21,"Image pack, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
skills mp,44,44,110,41,0.00,https://www.skills.sh/,0,0,0.00,0.33,103,"0, 0, 0, 0, 0, 0, 0, 2, 4, 54, 100, 81",2026-06-21,"Sitelinks, Video, Related searches",navigational,Organic
ha skill,49,49,320,27,0.17,https://www.skills.sh/,0,0,0.00,0.01,122,"54, 100, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0",2026-06-27,"Reviews, Video, Related searches, AI overview",informational,Organic
npx skills add https://github.com/vercel-labs/skills --skill find-skills,24,24,110,38,0.00,https://www.skills.sh/,0,0,0.00,0.02,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 100, 39",2026-06-20,"Sitelinks, Video, Related searches",navigational,Organic
skilled agents,59,59,90,26,5.01,https://www.skills.sh/,0,0,0.00,0.05,124,"2, 1, 0, 5, 5, 5, 5, 2, 1, 1, 100, 0",2026-06-22,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
agentskills io,40,40,110,45,6.68,https://www.skills.sh/,0,0,0.00,0.02,99,"0, 0, 0, 0, 0, 0, 0, 35, 3, 0, 100, 100",2026-06-27,"Sitelinks, Video, Related searches",navigational,Organic
skill-installer,54,54,110,30,0.00,https://www.skills.sh/,0,0,0.00,0.01,123,"9, 0, 0, 0, 0, 1, 0, 1, 100, 15, 36, 15",2026-06-26,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
skills search,59,59,70,37,0.00,https://www.skills.sh/,0,0,0.00,0.01,120,"0, 0, 0, 1, 0, 1, 1, 0, 1, 4, 100, 9",2026-07-04,"Reviews, Video, People also ask, Related searches",commercial,Organic
skill manager,83,83,50,28,1.11,https://www.skills.sh/,0,0,0.00,0.08,158,"0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 100, 3",2026-07-06,"Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
skill manager,86,86,50,28,1.11,https://www.skills.sh/,0,0,0.00,0.08,158,"0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 100, 3",2026-07-06,"Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
add skills,76,76,90,39,2.37,https://www.skills.sh/,0,0,0.00,0.01,131,"78, 35, 78, 64, 35, 28, 64, 35, 78, 78, 64, 78",2026-07-02,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
