Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
skill files,13,13,70,53,14.46,https://skillsmp.com/,0,0,0.00,0.01,136,"0, 2, 2, 0, 0, 0, 2, 0, 12, 17, 66, 100",2026-07-19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
codex cli skills,59,59,70,25,138.44,https://skillsmp.com/,0,0,0.00,0.28,115,"0, 0, 0, 0, 0, 14, 14, 66, 80, 100, 100, 66",2026-07-19,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",informational,Organic
impeccable skills,73,73,70,2,0.00,https://skillsmp.com/,0,0,0.00,0.33,97,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 100, 66",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
aks monitoring,57,57,170,11,7.40,https://skillsmp.com/skills/pauldotyu-aks-skills-aks-monitoring-skill-md,0,0,0.00,0.35,133,"42, 11, 100, 100, 65, 65, 65, 65, 80, 53, 65, 11",2026-07-13,"Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
claude skilsl,32,32,320,72,0.00,https://skillsmp.com/,0,0,0.00,0,123,"0, 0, 1, 0, 100",2026-06-04,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
find-skills,40,40,320,23,5.82,https://skillsmp.com/,0,0,0.00,0.01,123,"1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 84, 100",2026-06-03,"Sitelinks, Video, People also ask, Related searches",informational,Organic
skills plugin,44,44,90,28,0.00,https://skillsmp.com/,0,0,0.00,0.33,124,"2, 2, 2, 100, 2, 2, 2, 2, 2, 2, 19, 2",2026-06-29,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
uv dependency management,69,69,90,48,0.00,https://skillsmp.com/creators/wshobson/agents/plugins-python-development-skills-uv-package-manager,0,0,0.00,0.33,134,"42, 100, 42, 65, 26, 26, 26, 19, 19, 26, 19, 7",2026-07-17,"Sitelinks, Reviews, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
clinical data extraction,79,79,90,11,9.09,https://skillsmp.com/creators/xdelin/openclaw-education-skills/skills-clinical-data-extractor,0,0,0.00,0.21,130,"35, 21, 50, 100, 64, 100, 100, 64, 78, 14, 14, 50",2026-07-14,"Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skills md claude,33,33,30,47,9.34,https://skillsmp.com/,0,0,0.00,0.08,127,"0, 0, 0, 0, 0, 4, 0, 4, 52, 9, 100, 9",2026-07-20,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
slack markup,72,72,50,30,0.00,https://skillsmp.com/creators/sirkitree/slack-markdown-formatter/skill,0,0,0.00,0.33,107,"33, 23, 33, 33, 33, 9, 9, 9, 9, 9, 42, 33",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
claude skills.md,47,47,110,28,11.59,https://skillsmp.com/,0,0,0.00,0.04,92,"0, 0, 0, 0, 0, 21, 15, 53, 53, 100, 81, 65",2026-07-13,"Sitelinks, Reviews, Video, Video Carousel, AI overview",informational,Organic
skill library,8,8,40,32,4.59,https://skillsmp.com/,0,0,0.00,0.01,135,"44, 33, 55, 55, 55, 22, 22, 22, 11, 44, 11, 100",2026-07-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,People also ask
claude skill directory,47,47,90,29,17.87,https://skillsmp.com/,0,0,0.00,0.02,135,"0, 0, 0, 0, 0, 0, 35, 22, 6, 6, 43, 100",2026-06-22,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
claude skill directory,54,54,90,29,17.87,https://skillsmp.com/,0,0,0.00,0.02,135,"0, 0, 0, 0, 0, 0, 35, 22, 6, 6, 43, 100",2026-06-22,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
claudeskill,53,53,70,42,8.64,https://skillsmp.com/,0,0,0.00,0.06,126,"0, 0, 0, 0, 0, 17, 12, 2, 17, 5, 100, 17",2026-07-06,"Sitelinks, Video, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
find skill,36,36,260,9,5.82,https://skillsmp.com/,0,0,0.00,0.01,112,"0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68, 100",2026-06-05,"Sitelinks, Video, People also ask, Related searches",informational,Organic
engaging cluster mit,24,24,50,25,0.00,https://skillsmp.com/skills/mcox3406-claude-comp-chem-skills-engaging-skill-md,0,0,0.00,0.33,107,"5, 5, 5, 5, 5, 5, 100, 5, 5, 5, 5, 5",2026-06-03,"Video, Related searches","navigational, transactional",Organic
claude-skills,63,63,140,76,9.41,https://skillsmp.com/,0,0,0.00,0.04,104,"4, 14, 10, 6, 100",2026-06-18,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
railway cli,47,47,480,40,9.65,https://skillsmp.com/skills/captaincrouton89-claude-skills-archive-railway-cli-skill-md,0,0,0.00,0.02,109,"16, 13, 20, 36, 24, 36, 30, 20, 24, 67, 67, 100",2026-06-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
skill server,72,69,210,27,0.26,https://skillsmp.com/,0,0,0.00,0.03,113,"0, 0, 0, 14, 2, 48, 39, 26, 3, 0, 48, 48",2026-07-27,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skills find,42,42,390,10,5.82,https://skillsmp.com/,0,0,0.00,0.01,127,"0, 0, 3, 3, 0, 0, 0, 100",2026-06-05,"Sitelinks, Video, People also ask, Related searches",informational,Organic
skillmarket,23,23,480,15,0.00,https://skillsmp.com/,0,0,0.00,0.01,99,"44, 54, 67, 100, 23, 81, 67, 36, 7, 54, 67, 67",2026-06-29,"Sitelinks, Video, Related searches",navigational,Organic
dagster dbt integration,35,35,40,16,0.00,https://skillsmp.com/creators/c00ldudenoonan/economic-data-project/claude-skills-dagster-development,0,0,0.00,0.22,107,"71, 42, 28, 71, 57, 71, 42, 42, 42, 100, 71, 28",2026-07-17,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
library skills,1,1,320,18,1.83,https://skillsmp.com/,0,0,0.00,0.01,127,"66, 82, 53, 53, 82, 82, 100, 43, 53, 100, 82, 100",2026-06-24,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
skilltype,41,41,90,29,0.00,https://skillsmp.com/,0,0,0.00,0.01,107,"42, 26, 42, 42, 65, 53, 34, 26, 34, 26, 34, 34",2026-07-08,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
skill code,64,64,50,38,5.14,https://skillsmp.com/,0,0,0.00,0.02,133,"1, 8, 3, 8, 1, 6, 0, 0, 0, 8, 8, 0",2026-06-08,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
claude skills api,53,53,110,55,0.00,https://skillsmp.com/,0,0,0.00,0.01,130,"0, 0, 0, 0, 0, 100, 65, 43, 53, 53, 53, 21",2026-06-30,"Reviews, Video, Related searches","informational, transactional",Organic
claude skills 2.0,64,64,260,48,13.71,https://skillsmp.com/,0,0,0.00,0.02,108,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-06-05,"Sitelinks, Video, Video Carousel, AI overview",informational,Organic
skill .sh,69,69,170,21,7.20,https://skillsmp.com/,0,0,0.00,0.01,123,"0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 72, 100",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask",informational,Organic
disco elysium pain threshold,24,24,40,20,0.00,https://skillsmp.com/creators/liigoqi/disco-elysium/codex-skills-de-pain-threshold,0,0,0.00,0.33,108,"50, 35, 35, 50, 14, 14, 14, 14, 78, 14, 14, 14",2026-07-25,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
claude/skills,26,26,170,,9.41,https://skillsmp.com/,0,0,0.00,0.04,123,"1, 1, 100",2026-06-10,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
mcp skill,69,69,70,,0.00,https://skillsmp.com/,0,0,0.00,0.33,125,"0, 0, 0, 0, 0, 0, 6, 9, 21, 100, 100, 3",2026-06-27,"Sitelinks, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
godot skills,54,54,170,19,0.00,https://skillsmp.com/skills/wshobson-agents-plugins-game-development-skills-godot-gdscript-patterns-skill-md,0,0,0.00,0.01,106,"0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 100, 13",2026-06-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
anthropic skills github,32,32,480,59,7.16,https://skillsmp.com/creators/anthropics,0,0,0.00,0.33,0,"0, 0, 0, 0, 0, 0, 8, 4, 10, 36, 66, 100",2026-06-14,"Sitelinks, Related searches",navigational,Organic
skills 网站,1,1,50,47,0.00,https://skillsmp.com/,0,0,0.00,0.01,9,"0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 100, 5",2026-07-19,"Related searches, AI overview",informational,AI overview
skill md,59,59,260,33,8.67,https://skillsmp.com/,0,0,0.00,0.02,130,"0, 0, 0, 0, 0, 0, 2, 4, 39, 72, 100, 88",2026-07-18,"Sitelinks, Reviews, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
markdown in slack,72,72,1300,23,0.00,https://skillsmp.com/creators/sirkitree/slack-markdown-formatter/skill,0,0,0.00,0.33,108,"16, 20, 20, 13, 13, 55, 82, 82, 65, 16, 24, 100",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
nvidia api,43,43,390,50,5.27,https://skillsmp.com/skills/rish2jain-paperresearchagent-claude-skills-nvidia-api-skill-md,0,0,0.00,0.11,136,"6, 5, 5, 10, 8, 8, 13, 13, 10, 55, 81, 100",2026-06-20,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
skill ai,62,62,590,39,6.50,https://skillsmp.com/,0,0,0.00,0.08,112,"0, 20, 24, 45, 24, 24, 1, 4, 1, 100, 100, 81",2026-06-19,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skill 商店,2,2,140,19,0.00,https://skillsmp.com/,0,0,0.00,0.33,77,"82, 82, 52, 41, 82, 100, 82, 82, 82, 100, 100, 11",2026-06-16,"Video, Related searches, AI overview",informational,AI overview
skillpointer,79,79,260,32,8.18,https://skillsmp.com/,0,0,0.00,0.08,1210,"100, 81, 81, 81, 81, 65, 53, 43, 81, 81, 100, 100",2026-07-04,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
antropic skills,77,77,590,52,0.00,https://skillsmp.com/,0,0,0.00,0,105,"2, 2, 100, 8, 8",2026-06-22,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
antropic skills,80,80,590,52,0.00,https://skillsmp.com/,0,0,0.00,0,105,"2, 2, 100, 8, 8",2026-06-22,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
esprit de corps disco elysium,22,22,140,20,0.00,https://skillsmp.com/skills/liigoqi-disco-elysium-skills-esprit-de-corps-skill-md,0,0,0.00,0.33,134,"52, 42, 66, 66, 100, 52, 42, 52, 66, 42, 66, 66",2026-06-26,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
skillable marketplace,77,77,50,6,0.00,https://skillsmp.com/,0,0,0.00,0.03,114,"11, 11, 17, 23, 23, 29, 29, 29, 52, 41, 41, 52",2026-07-18,"Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
tokio::spawn,56,56,40,26,0.00,https://skillsmp.com/skills/geoffjay-claude-plugins-plugins-rust-tokio-expert-skills-tokio-patterns-skill-md,0,0,0.00,0.33,106,"0, 2, 0, 0, 0, 0, 43, 0, 43, 0, 0, 43",2026-06-21,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
claude skills mcp,63,63,50,59,0.00,https://skillsmp.com/,0,0,0.00,0.03,133,"0, 0, 0, 0, 0, 100, 64, 78, 50, 28, 78, 14",2026-07-13,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
skills map,1,1,210,17,4.79,https://skillsmp.com/,0,0,0.00,0.17,135,"6, 9, 23, 15, 29, 19, 12, 9, 44, 100, 54, 19",2026-06-21,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
skilldevs,71,71,40,0,0.00,https://skillsmp.com/,0,0,0.00,0.03,6780,"14, 28, 14, 14, 14, 78, 100, 14, 14, 14, 14, 14",2026-07-18,"Reviews, Video","informational, transactional",Organic
claude skills download,40,40,140,43,11.01,https://skillsmp.com/,0,0,0.00,0.11,102,"0, 0, 0, 0, 0, 2, 2, 8, 66, 35, 100, 100",2026-07-19,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
repoaudit: an autonomous llm-agent for repository-level code auditing,76,76,210,19,0.00,https://skillsmp.com/creators/agentmatters/mullai-bot/src-mullai-skills-skills-claude-code-everything-repo-scan,0,0,0.00,0.04,145,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-22,"Reviews, Video, Related searches",informational,Organic
skill creator skill anthropic,61,61,40,48,0.00,https://skillsmp.com/,0,0,0.00,0.01,93,"0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 100, 5",2026-07-19,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
ai skill directory platforms,39,39,260,9,0.00,https://skillsmp.com/,0,0,0.00,0,132,"0, 100",2026-06-06,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
ai skill directory platforms,42,42,260,9,0.00,https://skillsmp.com/,0,0,0.00,0,132,"0, 100",2026-06-06,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
skill sh,54,54,480,22,10.09,https://skillsmp.com/,0,0,0.00,0.33,247000000,"0, 0, 0, 0, 0, 0, 0, 0, 7, 100, 44, 55",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
skill sh,61,61,480,22,10.09,https://skillsmp.com/,0,0,0.00,0.33,247000000,"0, 0, 0, 0, 0, 0, 0, 0, 7, 100, 44, 55",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
agent skills anthropic,76,76,170,68,4.61,https://skillsmp.com/,0,0,0.00,0.08,108,"0, 0, 0, 0, 0, 0, 15, 11, 35, 81, 100, 81",2026-06-24,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
aks monitor,60,60,30,13,7.40,https://skillsmp.com/skills/pauldotyu-aks-skills-aks-monitoring-skill-md,0,0,0.00,0.35,188,"100, 18, 18, 18, 27, 36, 18, 18, 18, 18, 18, 18",2026-07-06,"Image pack, Sitelinks, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
claude skill.md,39,39,70,28,11.80,https://skillsmp.com/,0,0,0.00,0.06,90,"0, 0, 0, 0, 0, 4, 14, 19, 52, 80, 100, 80",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, AI overview",informational,Organic
swe-gym,56,56,210,44,0.00,https://skillsmp.com/skills/webcoderz-swe-gym-claude-skills-swe-gym-pipeline-skill-md,0,0,0.00,0.33,114,"100, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0",2026-06-21,"Video, Video Carousel, Related searches",informational,Organic
skill marketplace,2,2,320,29,4.37,https://skillsmp.com/,0,0,0.00,0.04,130,"5, 8, 0, 0, 0, 0, 0, 13, 100, 55, 67, 67",2026-07-19,"Sitelinks, Video, Related searches, AI overview",informational,AI overview
cl collider,94,94,40,0,0.00,https://skillsmp.com/creators/jeremyruppel/claude-collider/claude-skills-claude-collider,0,0,0.00,0.33,1520000,"100, 18, 18, 63, 63, 100, 18, 0, 18, 18, 18, 18",2026-06-30,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
skills create,47,47,70,41,0.00,https://skillsmp.com/,0,0,0.00,0.01,102,"100, 100, 100, 7, 100, 7, 100, 0, 14, 14, 28",2026-06-04,"Sitelinks, Video, People also ask, Related searches",informational,Organic
claude skillls,53,53,720,41,0.00,https://skillsmp.com/,0,0,0.00,0,125,"1, 0, 1, 100, 2, 2, 100",2026-07-25,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
nvidea api,40,40,480,42,0.00,https://skillsmp.com/skills/rish2jain-paperresearchagent-claude-skills-nvidia-api-skill-md,0,0,0.00,0,0,"0, 0, 1, 100",2026-06-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches","navigational, transactional",Organic
codex skill manager,31,31,70,,188.42,https://skillsmp.com/,0,0,0.00,0.01,98,"0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 2, 100",2026-07-26,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
awesome skill,62,62,260,75,0.00,https://skillsmp.com/,0,0,0.00,0.33,133,"0, 0, 0, 0, 0, 0, 2, 3, 8, 55, 100, 100",2026-06-22,"Sitelinks, Reviews, Video, Related searches",informational,Organic
centrifuger,28,28,70,15,1.77,https://skillsmp.com/creators/coala-info/coala-repo/data-centrifuger-skills,0,0,0.00,0.45,108,"3, 5, 10, 0, 0, 10, 0, 20, 0, 0, 0, 1",2026-06-25,"Image pack, Video, Related searches, AI overview",informational,Organic
skills agent,78,78,480,36,5.01,https://skillsmp.com/,0,0,0.00,0.05,125,"0, 0, 0, 0, 0, 1, 2, 5, 1, 30, 44, 100",2026-06-24,"Sitelinks, Video, Related searches",informational,Organic
skill mp,3,3,40,15,0.00,https://skillsmp.com/,0,0,0.00,0.33,8,"4, 0, 0, 0, 4, 4, 4, 4, 4, 100, 80, 9",2026-07-19,"Sitelinks, People also ask, Related searches",navigational,People also ask
skill.md,94,94,260,49,8.67,https://skillsmp.com/,0,0,0.00,0.02,203000000,"0, 0, 0, 0, 1, 5, 2, 17, 26, 59, 100, 100",2026-07-18,"Sitelinks, Reviews, Video, People also ask, AI overview",informational,Organic
claude code playground skill,69,69,40,24,0.00,https://skillsmp.com/,0,0,0.00,0.05,99,"0, 0, 0, 0, 0, 0, 0, 0, 52, 100, 100, 11",2026-07-12,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
research skill,71,71,140,40,0.00,https://skillsmp.com/categories/research,0,0,0.00,0.33,132,"5, 1, 44, 11, 8, 15, 8, 6, 15, 44, 18, 100",2026-07-17,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
skills io,16,16,70,38,7.16,https://skillsmp.com/,0,0,0.00,0.03,166,"11, 11, 11, 11, 64, 11, 11, 11, 11, 100, 100, 100",2026-07-19,"Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
skill cloud,71,71,30,24,9.29,https://skillsmp.com/,0,0,0.00,0.2,138,"0, 0, 11, 11, 23, 11, 0, 0, 11, 100, 0, 52",2026-07-20,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
antrhopic skills,78,78,70,28,0.00,https://skillsmp.com/,0,0,0.00,0,95,"36, 45, 63, 100, 81, 18",2026-06-30,"Video, Video Carousel, People also ask, Related searches",informational,Organic
antrhopic skills,80,80,70,28,0.00,https://skillsmp.com/,0,0,0.00,0,95,"36, 45, 63, 100, 81, 18",2026-06-30,"Video, Video Carousel, People also ask, Related searches",informational,Organic
last 30 days skill,60,60,110,7,0.00,https://skillsmp.com/,0,0,0.00,0.33,101,"0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44, 100",2026-06-20,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",navigational,Organic
skillsclonecom,63,63,90,32,0.00,https://skillsmp.com/,0,0,0.00,0.33,140,"9, 65, 34, 28, 81, 0, 100, 0, 0, 34, 3, 3",2026-06-17,"Reviews, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
skillsmarket,16,16,70,20,0.00,https://skillsmp.com/,0,0,0.00,0.01,101,"2, 2, 7, 23, 100, 12, 0, 0, 35, 5, 5, 2",2026-07-12,"Sitelinks, Video, Related searches, See results about",navigational,Organic
npx skills-installer,65,65,70,32,0.00,https://skillsmp.com/,0,0,0.00,0.33,113,"0, 0, 0, 0, 0, 0, 0, 15, 81, 100, 34, 6",2026-07-03,"Video, Video Carousel, Related searches",informational,Organic
skills md,49,49,590,58,12.03,https://skillsmp.com/,0,0,0.00,0.04,126,"0, 0, 0, 0, 0, 0, 0, 0, 4, 44, 82, 100",2026-06-15,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
stripe api versioning,61,61,210,41,0.00,https://skillsmp.com/creators/ras3ucat/raspucat/claude-skills-stripe-api-versioning-and-upgrades,0,0,0.00,0.33,107,"65, 80, 80, 80, 65, 80, 65, 53, 65, 65, 65, 80",2026-06-27,"Sitelinks, Video, Video Carousel, Related searches","navigational, transactional",Organic
grill me skill,59,59,140,26,0.00,https://skillsmp.com/skills/poponta2020-match-tracker-claude-skills-grill-me-skill-md,0,0,0.00,0.33,103,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-06-15,"Sitelinks, Video, People also ask, Related searches",informational,Organic
github helper,48,48,40,54,10.96,https://skillsmp.com/skills/maxvaega-skillkit-examples-skills-git-helper-skill-md,0,0,0.00,0.02,106,"22, 22, 22, 22, 22, 22, 22, 22, 100, 77, 77, 100",2026-06-24,"Video, Related searches","navigational, transactional",Organic
claude code skills repo,19,19,90,70,11.69,https://skillsmp.com/,0,0,0.00,0.08,103,"0, 0, 0, 0, 0, 12, 10, 17, 12, 53, 100, 43",2026-06-27,"Sitelinks, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
claude skills.,61,61,50,42,8.64,https://skillsmp.com/,0,0,0.00,0.06,123,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0",2026-07-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
skills.md claude,57,57,70,,9.34,https://skillsmp.com/,0,0,0.00,0.08,102,"0, 0, 0, 0, 0, 9, 14, 14, 42, 100, 80, 80",2026-07-05,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic
skillindex,59,59,50,24,0.00,https://skillsmp.com/,0,0,0.00,0.33,110,"3, 3, 3, 6, 3, 100, 6, 6, 6, 21, 6, 6",2026-06-12,"Sitelinks, Video, Related searches",informational,Organic
uv python package manager,75,75,1300,53,3.13,https://skillsmp.com/skills/wshobson-agents-plugins-python-development-skills-uv-package-manager-skill-md,0,0,0.00,0.01,137,"68, 68, 100, 100, 52, 68, 68, 37, 46, 84, 52, 68",2026-06-03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
logseq template,42,42,50,11,0.00,https://skillsmp.com/skills/inosven-logseq-skills-skills-logseq-templates-skill-md,0,0,0.00,0.33,108,"41, 41, 23, 17, 41, 41, 41, 29, 11, 11, 11, 11",2026-06-11,"Image pack, Video, Image, Video Carousel, Related searches","informational, navigational",Organic
claude code skill builder,47,47,70,65,10.06,https://skillsmp.com/,0,0,0.00,0.1,99,"0, 0, 0, 0, 0, 6, 6, 12, 53, 34, 100, 53",2026-07-05,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
find-skill,38,38,210,,5.82,https://skillsmp.com/,0,0,0.00,0.01,112,"0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100, 100",2026-06-07,"Video, People also ask, Related searches, AI overview",informational,Organic
skills machine learning,71,71,70,44,3.53,https://skillsmp.com/,0,0,0.00,0.12,105,"50, 50, 35, 50, 64, 50, 35, 50, 64, 35, 50, 50",2026-07-14,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
skills platform,21,21,210,85,5.05,https://skillsmp.com/,0,0,0.00,0.31,133,"54, 54, 43, 8, 29, 54, 22, 35, 100, 54, 22, 35",2026-07-24,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
alirezarezvani/claude-skills,51,51,140,33,0.00,https://skillsmp.com/,0,0,0.00,0.01,130,"0, 2, 100",2026-06-15,"Sitelinks, Reviews, Video, Related searches","informational, navigational",Organic
skills creator,43,43,880,22,6.57,https://skillsmp.com/,0,0,0.00,0.09,127,"0, 0, 0, 0, 0, 0, 0, 2, 3, 65, 43, 100",2026-06-04,"Video, Video Carousel, People also ask, Related searches",informational,Organic
skills npm,67,67,140,36,0.00,https://skillsmp.com/,0,0,0.00,0.33,102,"0, 0, 0, 0, 0, 0, 0, 0, 3, 54, 100, 19",2026-07-15,"Sitelinks, Video, Related searches",navigational,Organic
codex skills library,28,28,40,,88.85,https://skillsmp.com/,0,0,0.00,0.24,96,"0, 0, 0, 0, 0, 0, 0, 0, 3, 42, 100, 42",2026-07-20,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
databricks ai_parse_document,44,44,70,30,14.63,https://skillsmp.com/de/creators/leary-poken/ai-dev-kit/databricks-skills-databricks-ai-functions,0,0,0.00,0.05,107,"0, 0, 1, 5, 1, 3, 1, 1, 1, 100, 28, 18",2026-06-28,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
databricks ai_parse_document,48,48,70,30,14.63,https://skillsmp.com/de/creators/leary-poken/ai-dev-kit/databricks-skills-databricks-ai-functions,0,0,0.00,0.05,107,"0, 0, 1, 5, 1, 3, 1, 1, 1, 100, 28, 18",2026-06-28,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
mit engaging,23,23,390,30,0.00,https://skillsmp.com/creators/mcox3406/claude-comp-chem-skills/engaging,0,0,0.00,0.33,106,"66, 43, 43, 66, 54, 100, 100, 100, 54, 54, 100, 100",2026-06-25,"Video, People also ask, Related searches",navigational,Organic
literature skill,83,83,140,14,0.00,https://skillsmp.com/categories/literature-writing,0,0,0.00,0.33,134,"65, 43, 0, 21, 43, 3, 53, 43, 65, 81, 100, 53",2026-07-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cluade skills,69,69,1600,48,0.00,https://skillsmp.com/,0,0,0.00,0,130,"2, 1, 44, 3, 35, 100, 4",2026-07-11,"Sitelinks, Video, Ads top, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic
skills data platform,87,87,90,8,0.00,https://skillsmp.com/,0,0,0.00,0,134,"7, 15, 42, 34, 11, 42, 100, 42, 42, 15, 7",2026-06-16,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
claude code skills 2.0,57,57,50,38,0.00,https://skillsmp.com/,0,0,0.00,0.08,100,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 2",2026-07-05,"Video, Video Carousel, Discussions and forums, AI overview",informational,Organic
claude code skills 2.0,58,58,50,38,0.00,https://skillsmp.com/,0,0,0.00,0.08,100,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 2",2026-07-05,"Video, Video Carousel, Discussions and forums, AI overview",informational,Organic
anthropic skill builder,59,59,50,70,7.77,https://skillsmp.com/,0,0,0.00,0.05,95,"0, 0, 0, 0, 0, 0, 5, 5, 5, 28, 100, 28",2026-07-06,"Sitelinks, Reviews, Video, Related searches",informational,Organic
