Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"build,mcp,python,server",how to build a mcp server in python,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,3.60,0.29,,
"build,custom,mcp,server",how to build custom mcp server,,20,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00",,0.00,0.21,,
"build,mcp,scratch,server",how to build mcp server from scratch,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,4.02,0.40,,
"build,mcp,python,server",how to build mcp server in python,,20,"0.75,1.00,0.50,0.50,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,2.07,0.20,,
"build,mcp,python,server",how to build mcp server python,,20,"0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.50,1.00",,3.32,0.07,,
"build,mcp,server",how to build my own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,3.50,0.42,,
"build,mcp,server",how to build own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"build,mcp,remote,server",how to build remote mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
"call,mcp,server",how to call an mcp server,,20,"1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"call,mcp,server",how to call mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"call,mcp,postman,server",how to call mcp server from postman,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"check,mcp,run,server",how to check if mcp server is running,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
"configuration,mcp,server",how to configure mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.12,,
"claude,code,configuration,mcp,server",how to configure mcp server in claude code,,20,"0.00,0.00,0.00,0.00,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,9.64,0.15,,
"configuration,copilot,github,mcp,server",how to configure mcp server in github copilot,,20,"0.00,0.00,0.00,0.00,1.00,1.00,0.28,0.00,0.28,0.28,0.28,0.28",,0.00,0.33,,
"code,configuration,mcp,server,vs",how to configure mcp server in vs code,,20,"0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,1.00",,0.00,0.04,,
"configuration,mcp,server,vscode",how to configure mcp server in vscode,,20,"0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"claude,connect,mcp,server",how to connect claude to mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
"connect,gemini,mcp,server",how to connect gemini to mcp server,,20,"0.00,0.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50",,0.00,0.04,,
"connect,mcp,server",how to connect mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"connect,mcp,server,vscode",how to connect mcp server to vscode,,20,"0.00,0.00,0.00,0.00,1.00,0.18,0.18,0.00,0.18,0.18,0.18,0.18",,0.00,0.33,,
"connect,mcp,ollama,server",how to connect ollama to mcp server,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
"connect,mcp,server",how to connect to a mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.70,0.27,,
"connect,mcp,server",how to connect to an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.59,0.09,,
"connect,github,mcp,server",how to connect to github mcp server,,20,"0.00,0.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
"connect,mcp,server",how to connect to mcp server,,20,"0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.07,,
"create,custom,mcp,server",how to create a custom mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.21,0.29,,
"create,mcp,python,server",how to create a mcp server in python,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.19,,
"create,mcp,remote,server",how to create a remote mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"create,mcp,server,simple",how to create a simple mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.27,,
"api,create,mcp,server",how to create an mcp server for an api,,20,"0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.82,0.24,,
"create,mcp,python,server",how to create an mcp server python,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"create,custom,mcp,server",how to create custom mcp server,,20,"0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66",,2.02,0.36,,
"create,mcp,scratch,server",how to create mcp server from scratch,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.34,,
"c,create,mcp,server",how to create mcp server in c#,,20,"0.00,0.00,0.00,0.00,0.57,0.28,0.28,1.00,0.28,0.28,0.28,0.28",,0.00,0.29,,
"create,mcp,python,server",how to create mcp server in python,,20,"1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,3.72,0.24,,
"create,mcp,server,vscode",how to create mcp server in vscode,,20,"0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.08,,
"create,mcp,server",how to create my own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.95,0.39,,
"create,mcp,server",how to create own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.15,,
"deployment,mcp,server",how to deploy an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.47,0.29,,
"aws,deployment,mcp,server",how to deploy mcp server in aws,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
"aws,deployment,mcp,server",how to deploy mcp server on aws,,20,"0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"design,mcp,server",how to design an mcp server,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.18,1.00,0.18,0.18",,1.50,0.38,,
"development,mcp,server",how to develop a mcp server,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,3.63,0.30,,
"development,mcp,server",how to develop mcp server,,20,"1.00,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,1.89,0.36,,
"enable,mcp,server,vscode",how to enable mcp server in vscode,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"adwords,get,google,mcp,server,start",how to get started with google adwords mcp server,,20,"0.00,1.00",,0.00,0.00,,
"get,mcp,sap,server,start",how to get started with sap mcp server,,20,"1.00,0.57,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"host,mcp,server",how to host an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,4.09,0.32,,
"aws,host,mcp,server",how to host mcp server on aws,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"implementation,mcp,server",how to implement a mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.71,0.65,,
"implementation,mcp,server",how to implement an mcp server,,20,"0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,2.81,0.41,,
"install,mcp,server",how to install an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.17,,
"atlassian,install,mcp,server",how to install atlassian mcp server,,20,"0.00,0.00,0.00,0.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
"install,mcp,server",how to install mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00",,2.48,0.13,,
"install,mcp,server,vscode",how to install mcp server in vscode,,20,"0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.01,,
"install,mcp,sequential,server,think",how to install sequential thinking mcp server,,20,"0.00,0.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"claude,desktop,integration,mcp,server",how to integrate mcp server with claude desktop,,20,"0.00,0.00,0.57,0.28,0.00,1.00,0.28,0.00,0.28,0.28,0.28,0.28",,0.00,0.33,,
"integration,llm,mcp,server",how to integrate mcp server with llm,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.79,,
"interactive,mcp,server",how to interact with mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.16,,
"make,mcp,server",how to make my own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.18,,
"make,mcp,server",how to make your own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,3.73,0.35,,
"mcp,server",how to mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.52,0.66,,
"mcp,restart,server",how to restart mcp server,,20,"0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"mcp,run,server",how to run a mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"mcp,run,server",how to run an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.34,,
"local,mcp,run,server",how to run an mcp server locally,,20,"0.00,0.00,0.20,0.20,1.00,0.20,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.21,,
"mcp,run,server",how to run mcp server,,20,"0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,3.77,0.25,,
"mcp,run,server,vscode",how to run mcp server in vscode,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"local,mcp,run,server",how to run mcp server locally,,20,"0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.08,,
"mcp,security,server",how to secure mcp server,,20,"0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,1.00,0.00",,9.87,0.48,,
"mcp,server,set",how to set up a mcp server,,20,"0.66,1.00,0.66,0.66,0.66,0.66,0.00,0.00,0.66,0.33,0.00,0.66",,2.07,0.29,,
"mcp,server,set,vscode",how to set up mcp server in vscode,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"github,mcp,server,setup",how to setup github mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
"mcp,server,setup,vscode",how to setup mcp server in vscode,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,3.78,0.06,,
"local,mcp,server,setup",how to setup mcp server locally,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.17,,
"mcp,server,setup",how to setup your own mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.39,0.81,,
"mcp,server,start",how to start an mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
"mcp,server,start",how to start mcp server,,20,"1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,2.74,0.31,,
"mcp,server,start,vscode",how to start mcp server in vscode,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"mcp,server,stop",how to stop mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"local,mcp,server,test",how to test mcp server locally,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,9.36,0.17,,
"mcp,postman,server,test,use",how to test mcp server using postman,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.16,,
"mcp,server,use",how to use a mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,server,use",how to use an mcp server,,20,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,1.42,0.29,,
"cursor,mcp,server,use",how to use an mcp server in cursor,,20,"0.00,0.00,0.00,0.00,0.00,0.57,0.14,1.00,0.57,0.28,1.00,0.28",,0.00,0.33,,
"aws,mcp,server,use",how to use aws mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.19,,
"figma,mcp,server,use",how to use figma mcp server,,20,"0.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.01,,
"github,mcp,server,use",how to use github mcp server,,20,"0.67,0.67,0.67,1.00,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67",,0.00,0.04,,
"github,mcp,server,use,vscode",how to use github mcp server in vscode,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"claude,desktop,mcp,server,use",how to use mcp server in claude desktop,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
"cursor,mcp,server,use",how to use mcp server in cursor,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
"mcp,n8n,server,use",how to use mcp server in n8n,,20,"0.00,0.00,0.50,1.00,0.00,0.50,0.50,0.50,0.50,0.00,0.50,0.50",,0.00,0.86,,
"code,mcp,server,use,vs",how to use mcp server in vs code,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"chatgpt,mcp,server,use",how to use mcp server with chatgpt,,20,"0.25,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.29,,
"claude,mcp,server,use",how to use mcp server with claude,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.12,,
"claude,code,mcp,server,use",how to use mcp server with claude code,,20,"0.00,0.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.04,,
"mcp,playwright,server,use",how to use playwright mcp server,,20,"1.00,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
"mcp,playwright,server,use,vscode",how to use playwright mcp server in vscode,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,sequential,server,think,use",how to use sequential thinking mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
"claude,code,mcp,puppet,server,use",how to use the puppeteer mcp server in claude code,,20,"1.00,0.66,0.33",,0.00,0.00,,
"mcp,python,server,write",how to write mcp server in python,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.10,0.29,,
"mcp,server,write",how to write your own mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.43,,
"figma,free,mcp,server",is figma mcp server free,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"mcp,server",is mcp a server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"free,mcp,server",is mcp server free,,20,"1.00,0.14,0.14,0.14,0.57,0.14,0.14,0.14,0.28,0.28,0.28,0.28",,0.00,0.08,,
"mcp,n8n,server",is n8n a mcp server,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"mcp,n8n,server",is n8n an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"jira,mcp,server",is there a jira mcp server,,20,"0.00,0.00,0.00,0.00,0.18,0.36,0.18,0.36,0.18,1.00,0.18,0.18",,0.00,0.08,,
"ein,ist,mcp,server",was ist ein mcp server,,20,"0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00",,0.00,0.18,,
"can,mcp,server",what can mcp server do,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
"mcp,server",what does a mcp server do,,20,"0.00,0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66",,1.09,0.13,,
"exact,mcp,server",what exactly is an mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.18,0.19,,
"exact,mcp,server",what exactly is mcp server,,20,"0.00,0.00,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.12,,
"mcp,server,use",what is a mcp server used for,,20,"0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.66,0.24,,
"mcp,remote,server",what is a remote mcp server,,20,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00",,0.00,0.04,,
"ai,mcp,server",what is ai mcp server,,20,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66",,1.76,0.37,,
"ai,mcp,server",what is an ai mcp server,,20,"0.25,0.25,0.25,0.25,0.75,1.00,0.50,0.50,0.75,0.50,0.50,0.50",,1.98,0.30,,
"mcp,server,use",what is an mcp server used for,,20,"0.00,0.25,1.00,0.50,0.75,0.50,0.50,0.50,0.50,0.50,0.75,0.50",,1.40,0.22,,
"asana,mcp,server",what is asana mcp server,,20,"1.00,0.00",,0.00,0.00,,
"aws,mcp,server",what is aws mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
"azure,mcp,server",what is azure mcp server,,20,"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50",,0.00,0.02,,
"claude,mcp,server",what is claude mcp server,,20,"0.00,0.00,0.28,0.28,0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.28",,2.62,0.13,,
"mcp,server",what is mcp and mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.13,,
"client,mcp,server",what is mcp client and server,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.52,0.25,,
"client,mcp,server",what is mcp server and client,,20,"0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.17,,
"build,mcp,one,server",what is mcp server and how to build one,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.46,,
"mcp,server,use",what is mcp server and how to use it,,20,"0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.11,,
"example,mcp,server",what is mcp server example,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"agent,ai,mcp,server",what is mcp server in agentic ai,,20,"0.00,0.00,1.00,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50",,2.57,0.52,,
"api,context,mcp,server",what is mcp server in api context,,20,"0.14,1.00,0.28,0.00,0.00",,0.00,0.00,,
"api,context,mcp,server",what is mcp server in context of apis,,20,"1.00,0.14,0.00,0.14",,0.00,0.00,,
"mcp,server,simple,term",what is mcp server in simple terms,,20,"0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.32,,
"development,mcp,server,software",what is mcp server in software development,,20,"0.66,1.00,0.00,0.00",,0.00,0.00,,
"code,mcp,server,vs",what is mcp server in vs code,,20,"0.00,0.00,0.60,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.33,,
"mcp,pylance,server",what is pylance mcp server,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,server",what is the mcp server,,20,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,1.00,0.40",,0.28,0.26,,
"mcp,purpose,server",what is the purpose of an mcp server,,20,"0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66",,1.57,0.27,,
"mcp,purpose,server",what is the purpose of mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.22,0.17,,
"mcp,server,use",what is the use of mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.41,0.21,,
"mcp,server",what's a mcp server,,20,"0.66,0.66,1.00,0.66,0.66,0.66,0.00,0.66,0.66,0.66,0.66,0.66",,1.25,0.18,,
"mcp,server,use",when to use mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,run,server",where does mcp server run,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"host,mcp,server",where to host mcp server,,20,"1.00,0.11,0.11,0.11,0.22,0.11,0.55,0.11,0.11,0.11,0.11,0.11",,9.79,0.41,,
"mcp,need,server",why do we need mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,6.10,0.15,,
"mcp,server",why mcp server,,20,"0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.13,,
"mcp,server,use",why mcp server is used,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"mcp,server,use",why use an mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.09,0.23,,
"mcp,server,use",why use mcp server,,20,"0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66",,2.49,0.18,,
"mcp,need,server",why we need mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,7.48,0.31,,
"email,malicious,mcp,server,silent,steal,user",a malicious mcp server is silently stealing user emails,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
"development,guide,mcp,practice,security,server",a practical guide for secure mcp server development,,10,"0.00,1.00,1.00",,0.00,0.43,,
"add,can,chatgpt,mcp,server",can i add mcp server to chatgpt,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.25,0.25,0.25,0.50,0.50",,0.00,0.21,,
"build,can,mcp,server",can i build my own mcp server,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
"can,chat,desktop,mac,mcp,run,server",can i run an mcp server with chat desktop mac,,10,1.00,,0.00,0.00,,
"connect,mcp,n8n,server",could not connect to mcp server n8n,,10,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
"mcp,need,server",do i need an mcp server,,10,"0.00,1.00,1.00",,1.71,0.15,,
"airtable,mcp,server",does airtable have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
"blender,com,mcp,server",does blender come with an mcp server,,10,"1.00,0.00",,0.00,0.00,,
"confluence,mcp,server",does confluence have an mcp server,,10,"0.00,0.00,0.00,0.00,0.14,1.00,0.14,0.14,0.28,0.28,0.14,0.28",,0.00,0.33,,
"github,mcp,server",does github have mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"gitlab,mcp,server",does gitlab have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
"gmail,mcp,server",does gmail have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,1.00,0.66",,0.00,0.33,,
"analytics,google,mcp,server",does google analytics have an mcp server,,10,1.00,,0.00,0.00,,
"drive,google,mcp,server",does google drive have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.14,0.28",,0.00,0.02,,
"hubspot,mcp,server",does hubspot have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,0.50",,0.00,0.09,,
"instagram,mcp,server",does instagram have an mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22",,0.00,0.01,,
"jira,mcp,server",does jira have a mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28",,0.00,0.04,,
"linkedin,mcp,server",does linkedin have a mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40",,0.00,0.02,,
"api,build,gtm,mcp,server",does mcp serve is build for gtm api/,,10,1.00,,0.00,0.00,,
